trip_id,route_id,service_id,trip_headsign,direction_id
33951,MB,invvv-15.pex,Basauri,1
33952,MB,invvv-15.pex,Kabiezes,0
33953,MB,invvv-15.pex,Basauri,1
33954,MB,invvv-15.pex,Kabiezes,0
33955,MB,invvv-15.pex,Kabiezes,0
33956,MB,invvv-15.pex,Basauri,1
33957,MB,invvv-15.pex,Kabiezes,0
33958,MB,invvv-15.pex,Basauri,1
33959,MB,invvv-15.pex,Kabiezes,0
33960,MB,invvv-15.pex,Sopela,0
33961,MB,invvv-15.pex,Basauri,1
33962,MB,invvv-15.pex,Kabiezes,0
33963,MB,invvv-15.pex,Basauri,1
33964,MB,invvv-15.pex,Kabiezes,0
33965,MB,invvv-15.pex,Basauri,1
33966,MB,invvv-15.pex,Kabiezes,0
33967,MB,invvv-15.pex,Basauri,1
33968,MB,invvv-15.pex,Kabiezes,0
33969,MB,invvv-15.pex,Basauri,1
33970,MB,invvv-15.pex,Kabiezes,0
33971,MB,invvv-15.pex,Basauri,1
33972,MB,invvv-15.pex,Kabiezes,0
33973,MB,invvv-15.pex,Basauri,1
33974,MB,invvv-15.pex,Kabiezes,0
33975,MB,invvv-15.pex,Basauri,1
33976,MB,invvv-15.pex,Kabiezes,0
33977,MB,invvv-15.pex,Basauri,1
33978,MB,invvv-15.pex,Kabiezes,0
33979,MB,invvv-15.pex,Basauri,1
33980,MB,invvv-15.pex,Basauri,1
33981,MB,invvv-15.pex,Kabiezes,0
33982,MB,invvv-15.pex,Basauri,1
33983,MB,invvv-15.pex,Kabiezes,0
33984,MB,invvv-15.pex,Basauri,1
33985,MB,invvv-15.pex,Kabiezes,0
33986,MB,invvv-15.pex,Basauri,1
33987,MB,invvv-15.pex,Kabiezes,0
33988,MB,invvv-15.pex,Basauri,1
33989,MB,invvv-15.pex,Kabiezes,0
33990,MB,invvv-15.pex,Basauri,1
33991,MB,invvv-15.pex,Kabiezes,0
33992,MB,invvv-15.pex,Basauri,1
33993,MB,invvv-15.pex,Kabiezes,0
33994,MB,invvv-15.pex,Basauri,1
33995,MB,invvv-15.pex,Kabiezes,0
33996,MB,invvv-15.pex,Basauri,1
33997,MB,invvv-15.pex,Kabiezes,0
33998,MB,invvv-15.pex,Basauri,1
33999,MB,invvv-15.pex,Kabiezes,0
34000,MB,invvv-15.pex,Basauri,1
34001,MB,invvv-15.pex,Kabiezes,0
34002,MB,invvv-15.pex,Etxebarri,1
34003,MB,invvv-15.pex,Larrabasterra,0
34004,MB,invvv-15.pex,Etxebarri,1
34005,MB,invvv-15.pex,Larrabasterra,0
34006,MB,invvv-15.pex,Sopela,0
34007,MB,invvv-15.pex,Sopela,0
34008,MB,invvv-15.pex,Sopela,0
40357,MB,invsalargo-15.pex,Basauri,1
40358,MB,invsalargo-15.pex,Kabiezes,0
40359,MB,invsalargo-15.pex,Basauri,1
40360,MB,invsalargo-15.pex,Kabiezes,0
40361,MB,invsalargo-15.pex,Basauri,1
40362,MB,invsalargo-15.pex,Kabiezes,0
40363,MB,invsalargo-15.pex,Basauri,1
40364,MB,invsalargo-15.pex,Kabiezes,0
40365,MB,invsalargo-15.pex,Basauri,1
40366,MB,invsalargo-15.pex,Etxebarri,1
40367,MB,invsalargo-15.pex,Ibarbengoa,0
40368,MB,invsalargo-15.pex,Etxebarri,1
40369,MB,invsalargo-15.pex,Ibarbengoa,0
40370,MB,invsalargo-15.pex,Etxebarri,1
40371,MB,invsalargo-15.pex,Etxebarri,1
40372,MB,invsalargo-15.pex,Larrabasterra,0
40373,MB,invsalargo-15.pex,Etxebarri,1
40374,MB,invsalargo-15.pex,Larrabasterra,0
40375,MB,invsalargo-15.pex,Etxebarri,1
40376,MB,invsalargo-15.pex,Ibarbengoa,0
40377,MB,invsalargo-15.pex,Etxebarri,1
40378,MB,invsalargo-15.pex,Ibarbengoa,0
40379,MB,invsalargo-15.pex,Etxebarri,1
40380,MB,invsalargo-15.pex,Ibarbengoa,0
40381,MB,invsalargo-15.pex,Etxebarri,1
40382,MB,invsalargo-15.pex,Ibarbengoa,0
40383,MB,invsalargo-15.pex,Etxebarri,1
40384,MB,invsalargo-15.pex,Ibarbengoa,0
40385,MB,invsalargo-15.pex,Etxebarri,1
40386,MB,invsalargo-15.pex,Ibarbengoa,0
40387,MB,invsalargo-15.pex,Etxebarri,1
40388,MB,invsalargo-15.pex,Etxebarri,1
40389,MB,invsalargo-15.pex,Larrabasterra,0
40390,MB,invsalargo-15.pex,Etxebarri,1
40391,MB,invsalargo-15.pex,Larrabasterra,0
40392,MB,invsalargo-15.pex,Etxebarri,1
40393,MB,invsalargo-15.pex,Larrabasterra,0
40394,MB,invsalargo-15.pex,Sopela,0
40395,MB,invsalargo-15.pex,Ibarbengoa,0
40396,MB,invsalargo-15.pex,Etxebarri,1
40397,MB,invsalargo-15.pex,Ibarbengoa,0
40398,MB,invsalargo-15.pex,Etxebarri,1
40399,MB,invsalargo-15.pex,Ibarbengoa,0
40400,MB,invsalargo-15.pex,Etxebarri,1
40401,MB,invsalargo-15.pex,Ibarbengoa,0
40402,MB,invsalargo-15.pex,Etxebarri,1
40403,MB,invsalargo-15.pex,Ibarbengoa,0
40404,MB,invsalargo-15.pex,Etxebarri,1
40405,MB,invsalargo-15.pex,Ibarbengoa,0
40406,MB,invsalargo-15.pex,Etxebarri,1
40407,MB,invsalargo-15.pex,Ibarbengoa,0
40408,MB,invsalargo-15.pex,Etxebarri,1
40409,MB,invsalargo-15.pex,Etxebarri,1
40410,MB,invsalargo-15.pex,Larrabasterra,0
40411,MB,invsalargo-15.pex,Etxebarri,1
40412,MB,invsalargo-15.pex,Larrabasterra,0
40413,MB,invsalargo-15.pex,Ibarbengoa,0
40414,MB,invsalargo-15.pex,Etxebarri,1
40415,MB,invsalargo-15.pex,Ibarbengoa,0
