trip_id,stop_sequence,arrival_time,departure_time,stop_id
22697,1,07:42:17,07:42:32,2.0
22934,23,07:42:18,07:42:33,40.0
22923,23,07:42:20,07:42:35,2.0
22521,8,07:42:25,07:42:50,9.0
22822,22,07:42:28,07:42:53,7.0
22590,7,07:42:33,07:42:48,22.0
22722,2,07:42:33,07:42:43,1.0
22533,5,07:42:41,07:43:06,4.0
22994,8,07:42:44,07:43:04,35.0
22555,20,07:42:48,07:43:08,37.0
22423,23,07:42:54,07:43:14,24.0
22459,5,07:42:57,07:43:12,38.0
22871,16,07:42:58,07:43:23,13.0
22901,12,07:43:00,07:43:25,11.0
22480,20,07:43:04,07:43:29,5.0
22842,5,07:43:15,07:43:40,6.0
22640,17,07:43:15,07:43:40,34.0
22416,19,07:43:18,07:43:43,10.0
22789,9,07:43:22,07:43:47,8.0
22786,26,07:43:22,07:43:37,3.0
22849,14,07:43:22,07:43:42,15.0
22762,20,07:43:25,07:43:40,21.0
22849,9,07:33:44,07:34:09,10.0
22664,12,07:33:46,07:34:16,13.0
22871,11,07:33:48,07:34:03,18.0
22409,8,07:33:52,07:34:07,21.0
22986,23,07:33:53,07:34:18,6.0
22521,2,07:33:55,07:34:10,3.0
22438,9,07:33:56,07:34:21,34.0
22901,6,07:33:58,07:34:23,5.0
22480,14,07:33:58,07:34:23,11.0
22954,24,07:33:59,07:34:09,41.0
22955,2,07:43:26,07:43:41,41.0
22664,17,07:43:32,07:43:47,18.0
22409,14,07:43:36,07:43:56,15.0
22880,17,07:43:39,07:44:04,8.0
22412,1,07:43:43,07:43:58,27.0
22521,9,07:43:44,07:44:09,10.0
23013,12,07:43:46,07:44:16,13.0
22774,11,07:43:48,07:44:03,18.0
22590,8,07:43:52,07:44:07,21.0
22822,23,07:43:53,07:44:18,6.0
22697,2,07:43:55,07:44:10,3.0
22923,24,07:44:42,07:44:52,1.0
22871,17,07:44:43,07:45:08,12.0
22762,21,07:44:44,07:44:59,22.0
22901,13,07:44:44,07:45:09,12.0
22722,3,07:44:47,07:45:02,2.0
22786,27,07:44:50,07:45:05,2.0
22742,15,07:44:55,07:45:20,32.0
22789,10,07:44:55,07:45:20,9.0
22664,18,07:44:56,07:45:21,19.0
22880,18,07:44:58,07:45:23,7.0
22955,3,07:45:11,07:45:21,40.0
22697,3,07:45:11,07:45:36,4.0
22774,12,07:45:16,07:45:31,17.0
22597,12,07:45:28,07:45:53,13.0
22521,10,07:45:30,07:45:55,11.0
22849,15,07:45:33,07:45:48,16.0
22590,9,07:45:33,07:45:48,20.0
22822,24,07:45:34,07:45:59,5.0
22994,10,07:45:36,07:45:51,33.0
22621,1,07:45:45,07:46:00,51.0
22533,7,07:45:45,07:46:10,6.0
22438,15,07:45:48,07:46:13,10.0
22691,6,07:45:49,07:46:14,23.0
22480,22,07:45:52,07:46:07,3.0
22842,7,07:45:52,07:46:17,8.0
22555,22,07:45:53,07:46:08,39.0
22412,2,07:45:57,07:46:12,26.0
22934,25,07:45:58,07:46:08,42.0
22409,15,07:45:59,07:46:14,14.0
22416,21,07:46:09,07:46:34,8.0
22640,19,07:46:10,07:46:20,36.0
22923,25,07:46:13,07:46:23,51.0
23013,13,07:46:13,07:46:28,14.0
22789,11,07:46:14,07:46:39,10.0
22423,25,07:46:15,07:46:30,26.0
22701,1,07:46:16,07:46:31,42.0
22901,14,07:46:16,07:46:46,13.0
22459,7,07:46:18,07:46:28,36.0
22762,22,07:46:18,07:46:43,23.0
22880,19,07:46:23,07:46:48,6.0
22722,4,07:46:25,07:46:40,3.0
22774,13,07:46:26,07:46:41,16.0
22697,4,07:46:28,07:46:53,5.0
22871,18,07:46:28,07:46:53,11.0
22955,4,07:46:31,07:46:46,39.0
22512,1,07:46:46,07:46:56,28.0
22664,19,07:46:46,07:47:01,20.0
22742,16,07:46:48,07:47:03,33.0
22822,25,07:46:50,07:47:15,4.0
22849,16,07:47:00,07:47:15,17.0
