service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
99560,1,1,1,1,1,1,0,20150506,20161231
99561,0,0,0,0,0,0,1,20150506,20161231
99562,1,1,1,1,1,1,0,20150506,20161231
99563,0,0,0,0,0,0,1,20150506,20161231
99564,1,1,1,1,1,1,0,20150506,20161231
99565,1,1,1,1,1,1,0,20150506,20161231
99566,1,1,1,1,1,1,0,20150506,20161231
99567,1,1,1,1,1,1,0,20150506,20161231
99568,0,0,0,0,0,0,1,20150506,20161231
99569,0,0,0,0,0,0,1,20150506,20161231
99570,0,0,0,0,0,0,1,20150506,20161231
99571,0,0,0,0,0,0,1,20150506,20161231
99572,1,1,1,1,1,1,0,20150506,20161231
99573,1,1,1,1,1,1,0,20150506,20161231
99574,1,1,1,1,1,1,0,20150506,20161231
99575,1,1,1,1,1,1,0,20150506,20161231
99576,1,1,1,1,1,0,0,20150506,20161231
99577,1,1,1,1,1,0,0,20150506,20161231
99578,1,1,1,1,1,0,0,20150506,20161231
99579,1,1,1,1,1,0,0,20150506,20161231
99580,1,1,1,1,1,0,0,20150506,20161231
99581,1,1,1,1,1,0,0,20150506,20161231
99582,1,1,1,1,1,0,0,20150506,20161231
99583,1,1,1,1,1,0,0,20150506,20161231
99584,1,1,1,1,1,0,0,20150506,20161231
99585,1,1,1,1,1,0,0,20150506,20161231
99586,1,1,1,1,1,0,0,20150506,20161231
99587,1,1,1,1,1,0,0,20150506,20161231
99588,1,1,1,1,1,0,0,20150506,20161231
99589,1,1,1,1,1,0,0,20150506,20161231
99590,1,1,1,1,1,0,0,20150506,20161231
99591,1,1,1,1,1,0,0,20150506,20161231
99592,1,1,1,1,1,0,0,20150506,20161231
99593,1,1,1,1,1,0,0,20150506,20161231
99594,1,1,1,1,1,0,0,20150506,20161231
99595,1,1,1,1,1,0,0,20150506,20161231
99596,1,1,1,1,1,0,0,20150506,20161231
99597,1,1,1,1,1,0,0,20150506,20161231
99598,0,0,0,0,0,1,0,20150506,20161231
99599,0,0,0,0,0,0,1,20150506,20161231
99600,1,1,1,1,1,0,0,20150506,20161231
99601,1,1,1,1,1,0,0,20150506,20161231
99602,1,1,1,1,1,0,0,20150506,20161231
99603,1,1,1,1,1,0,0,20150506,20161231
99604,1,1,1,1,1,0,0,20150506,20161231
99605,1,1,1,1,1,0,0,20150506,20161231
99606,1,1,1,1,1,0,0,20150506,20161231
99607,1,1,1,1,1,0,0,20150506,20161231
99608,1,1,1,1,1,0,0,20150506,20161231
99609,1,1,1,1,1,0,0,20150506,20161231
99610,1,1,1,1,1,0,0,20150506,20161231
99611,1,1,1,1,1,0,0,20150506,20161231
99612,1,1,1,1,1,0,0,20150506,20161231
99613,1,1,1,1,1,0,0,20150506,20161231
99614,1,1,1,1,1,0,0,20150506,20161231
99615,1,1,1,1,1,0,0,20150506,20161231
99616,1,1,1,1,1,0,0,20150506,20161231
99617,1,1,1,1,1,0,0,20150506,20161231
99618,1,1,1,1,1,0,0,20150506,20161231
99619,1,1,1,1,1,0,0,20150506,20161231
99620,1,1,1,1,1,0,0,20150506,20161231
99621,1,1,1,1,1,0,0,20150506,20161231
99622,1,1,1,1,1,0,0,20150506,20161231
99623,1,1,1,1,1,0,0,20150506,20161231
99624,1,1,1,1,1,0,0,20150506,20161231
99625,1,1,1,1,1,0,0,20150506,20161231
99626,1,1,1,1,1,0,0,20150506,20161231
99627,1,1,1,1,1,0,0,20150506,20161231
99628,0,0,0,0,0,1,0,20150506,20161231
99629,0,0,0,0,0,1,0,20150506,20161231
99630,0,0,0,0,0,1,0,20150506,20161231
99631,0,0,0,0,0,1,0,20150506,20161231
99632,0,0,0,0,0,1,0,20150506,20161231
99633,0,0,0,0,0,1,0,20150506,20161231
99634,1,1,1,1,1,0,0,20150506,20161231
99635,1,1,1,1,1,0,0,20150506,20161231
99636,1,1,1,1,1,0,0,20150506,20161231
99637,1,1,1,1,1,0,0,20150506,20161231
99638,1,1,1,1,1,0,0,20150506,20161231
99639,1,1,1,1,1,0,0,20150506,20161231
99640,1,1,1,1,1,0,0,20150506,20161231
99641,1,1,1,1,1,0,0,20150506,20161231
99642,1,1,1,1,1,0,0,20150506,20161231
99643,1,1,1,1,1,0,0,20150506,20161231
99644,1,1,1,1,1,0,0,20150506,20161231
99645,1,1,1,1,1,0,0,20150506,20161231
99646,1,1,1,1,1,0,0,20150506,20161231
99647,1,1,1,1,1,0,0,20150506,20161231
99648,1,1,1,1,0,0,0,20150506,20161231
99649,1,1,1,1,0,0,0,20150506,20161231
99650,1,1,1,1,0,0,0,20150506,20161231
99651,1,1,1,1,0,0,0,20150506,20161231
99652,1,1,1,1,0,0,0,20150506,20161231
99653,1,1,1,1,0,0,0,20150506,20161231
99654,1,1,1,1,0,0,0,20150506,20161231
99655,1,1,1,1,0,0,0,20150506,20161231
99656,1,1,1,1,0,0,0,20150506,20161231
99657,0,0,0,0,1,0,0,20150506,20161231
99658,0,0,0,0,1,0,0,20150506,20161231
99659,0,0,0,0,1,0,0,20150506,20161231
99660,0,0,0,0,1,0,0,20150506,20161231
99661,0,0,0,0,1,0,0,20150506,20161231
99662,0,0,0,0,1,0,0,20150506,20161231
99663,0,0,0,0,1,0,0,20150506,20161231
99664,0,0,0,0,1,0,0,20150506,20161231
99665,0,0,0,0,1,0,0,20150506,20161231
99666,0,0,0,0,1,0,0,20150506,20161231
99667,0,0,0,0,1,0,0,20150506,20161231
99668,0,0,0,0,1,0,0,20150506,20161231
99669,1,1,1,1,1,0,0,20150506,20161231
99670,1,1,1,1,1,0,0,20150506,20161231
99671,1,1,1,1,1,0,0,20150506,20161231
99672,1,1,1,1,1,0,0,20150506,20161231
99673,1,1,1,1,1,0,0,20150506,20161231
99674,1,1,1,1,1,0,0,20150506,20161231
99675,1,1,1,1,1,0,0,20150506,20161231
99676,1,1,1,1,1,0,0,20150506,20161231
99677,1,1,1,1,1,0,0,20150506,20161231
99678,1,1,1,1,1,0,0,20150506,20161231
99679,1,1,1,1,1,0,0,20150506,20161231
99680,1,1,1,1,1,0,0,20150506,20161231
99681,1,1,1,1,1,0,0,20150506,20161231
99682,1,1,1,1,1,1,0,20150506,20161231
99683,1,1,1,1,1,1,0,20150506,20161231
99684,1,1,1,1,1,1,0,20150506,20161231
99685,1,1,1,1,1,1,0,20150506,20161231
99686,1,1,1,1,1,1,0,20150506,20161231
99687,1,1,1,1,1,1,0,20150506,20161231
99688,0,0,0,0,0,0,1,20150506,20161231
99689,0,0,0,0,0,0,1,20150506,20161231
99690,0,0,0,0,0,0,1,20150506,20161231
99691,0,0,0,0,0,0,1,20150506,20161231
99692,0,0,0,0,0,0,1,20150506,20161231
99693,0,0,0,0,0,0,1,20150506,20161231
99694,0,0,0,0,0,0,1,20150506,20161231
99695,1,1,1,1,1,1,0,20150506,20161231
99696,1,1,1,1,1,1,0,20150506,20161231
99697,1,1,1,1,1,1,0,20150506,20161231
99698,1,1,1,1,1,1,0,20150506,20161231
99699,0,0,0,0,0,0,1,20150506,20161231
99705,1,1,1,1,1,1,0,20150506,20161231
99706,1,1,1,1,1,1,0,20150506,20161231
99707,0,0,0,0,0,1,1,20150506,20161231
99708,1,1,1,1,1,0,0,20150506,20161231
99709,0,0,0,0,0,1,1,20150506,20161231
99710,1,1,1,1,1,0,0,20150506,20161231
99711,1,1,1,1,1,0,0,20150506,20161231
99712,0,0,0,0,0,1,1,20150506,20161231
99713,0,0,0,0,0,1,1,20150506,20161231
99714,0,0,0,0,0,1,1,20150506,20161231
99715,0,0,0,0,0,1,1,20150506,20161231
99716,0,0,0,0,0,1,1,20150506,20161231
99717,0,0,0,0,0,1,1,20150506,20161231
99718,0,0,0,0,0,1,1,20150506,20161231
99719,0,0,0,0,0,1,1,20150506,20161231
99720,1,1,1,1,1,0,0,20150506,20161231
99721,1,1,1,1,1,0,0,20150506,20161231
99722,1,1,1,1,1,0,0,20150506,20161231
99723,1,1,1,1,1,0,0,20150506,20161231
99724,1,1,1,1,1,0,0,20150506,20161231
99725,1,1,1,1,1,0,0,20150506,20161231
99726,1,1,1,1,1,0,0,20150506,20161231
99727,1,1,1,1,1,0,0,20150506,20161231
99728,1,1,1,1,1,0,0,20150506,20161231
99729,1,1,1,1,1,0,0,20150506,20161231
99730,1,1,1,1,1,0,0,20150506,20161231
99731,1,1,1,1,1,0,0,20150506,20161231
99732,1,1,1,1,1,0,0,20150506,20161231
99733,0,0,0,0,0,0,1,20150506,20161231
99734,0,0,0,0,0,0,1,20150506,20161231
99740,0,0,0,0,0,1,0,20150506,20161231
99741,1,1,1,1,1,1,0,20150506,20161231
99742,1,1,1,1,1,0,0,20150506,20161231
99743,1,1,1,1,1,0,0,20150506,20161231
99744,1,1,1,1,1,0,0,20150506,20161231
99745,1,1,1,1,1,0,0,20150506,20161231
99746,1,1,1,1,1,0,0,20150506,20161231
99747,1,1,1,1,1,0,0,20150506,20161231
99748,1,1,1,1,1,0,0,20150506,20161231
99749,1,1,1,1,1,0,0,20150506,20161231
99750,1,1,1,1,1,0,0,20150506,20161231
99751,1,1,1,1,1,0,0,20150506,20161231
99752,1,1,1,1,1,0,0,20150506,20161231
99753,1,1,1,1,1,0,0,20150506,20161231
99754,1,1,1,1,1,0,0,20150506,20161231
99755,1,1,1,1,1,0,0,20150506,20161231
99756,1,1,1,1,1,0,0,20150506,20161231
99757,1,1,1,1,1,0,0,20150506,20161231
99758,0,0,0,0,0,1,1,20150506,20161231
99759,0,0,0,0,0,1,1,20150506,20161231
99760,0,0,0,0,0,1,1,20150506,20161231
99761,0,0,0,0,0,1,1,20150506,20161231
99762,0,0,0,0,0,1,1,20150506,20161231
99763,0,0,0,0,0,1,1,20150506,20161231
99764,0,0,0,0,0,1,1,20150506,20161231
99765,0,0,0,0,0,1,1,20150506,20161231
99766,1,1,1,1,1,0,0,20150506,20161231
99767,1,1,1,1,1,0,0,20150506,20161231
99768,1,1,1,1,1,0,0,20150506,20161231
99769,0,0,0,0,0,1,1,20150506,20161231
99770,0,0,0,0,0,1,1,20150506,20161231
99771,1,1,1,1,1,0,0,20150506,20161231
99772,1,1,1,1,1,0,0,20150506,20161231
99773,1,1,1,1,1,0,0,20150506,20161231
99774,1,1,1,1,1,0,0,20150506,20161231
99775,1,1,1,1,1,0,0,20150506,20161231
99776,1,1,1,1,1,0,0,20150506,20161231
99777,0,0,0,0,0,1,1,20150506,20161231
99778,0,0,0,0,0,1,1,20150506,20161231
99779,0,0,0,0,0,1,1,20150506,20161231
99780,0,0,0,0,0,1,1,20150506,20161231
99781,0,0,0,0,0,1,1,20150506,20161231
99782,0,0,0,0,0,1,1,20150506,20161231
99783,1,1,1,1,1,0,0,20150506,20161231
99784,1,1,1,1,0,0,0,20150506,20161231
99785,1,1,1,1,0,0,0,20150506,20161231
99786,1,1,1,1,0,0,0,20150506,20161231
99787,1,1,1,1,0,0,0,20150506,20161231
99788,1,1,1,1,0,0,0,20150506,20161231
99789,1,1,1,1,0,0,0,20150506,20161231
99790,1,1,1,1,0,0,0,20150506,20161231
99791,1,1,1,1,0,0,0,20150506,20161231
99792,1,1,1,1,0,0,0,20150506,20161231
99793,1,1,1,1,0,0,0,20150506,20161231
99794,1,1,1,1,0,0,0,20150506,20161231
99795,1,1,1,1,0,0,0,20150506,20161231
99796,1,1,1,1,0,0,0,20150506,20161231
99797,1,1,1,1,0,0,0,20150506,20161231
99798,1,1,1,1,0,0,0,20150506,20161231
99799,1,1,1,1,0,0,0,20150506,20161231
99800,0,0,0,0,1,0,0,20150506,20161231
99801,0,0,0,0,1,0,0,20150506,20161231
99802,0,0,0,0,1,0,0,20150506,20161231
99803,0,0,0,0,1,0,0,20150506,20161231
99804,0,0,0,0,1,0,0,20150506,20161231
99805,0,0,0,0,1,0,0,20150506,20161231
99806,0,0,0,0,1,0,0,20150506,20161231
99807,0,0,0,0,1,0,0,20150506,20161231
99808,0,0,0,0,1,0,0,20150506,20161231
99809,0,0,0,0,1,0,0,20150506,20161231
99810,0,0,0,0,1,0,0,20150506,20161231
99811,0,0,0,0,1,0,0,20150506,20161231
99812,1,1,1,1,1,0,0,20150506,20161231
99813,0,0,0,0,0,1,1,20150506,20161231
99814,1,1,1,1,1,0,0,20150506,20161231
99815,0,0,0,0,0,1,1,20150506,20161231
99816,1,1,1,1,1,0,0,20150506,20161231
99817,0,0,0,0,0,1,1,20150506,20161231
99818,1,1,1,1,1,1,0,20150506,20161231
99819,0,0,0,0,0,0,1,20150506,20161231
99820,1,1,1,1,1,0,0,20150506,20161231
99821,0,0,0,0,0,1,0,20150506,20161231
99822,0,0,0,0,0,0,1,20150506,20161231
99823,0,0,0,0,0,0,1,20150506,20161231
99824,1,1,1,1,1,0,0,20150506,20161231
99825,0,0,0,0,0,1,0,20150506,20161231
99826,0,0,0,0,0,0,1,20150506,20161231
99827,0,0,0,0,0,0,1,20150506,20161231
99828,1,1,1,1,1,0,0,20150506,20161231
99829,0,0,0,0,0,1,1,20150506,20161231
99830,1,1,1,1,1,1,0,20150506,20161231
99831,1,1,1,1,1,1,0,20150506,20161231
99832,1,1,1,1,1,1,0,20150506,20161231
99833,1,1,1,1,1,0,0,20150506,20161231
99834,1,1,1,1,1,0,0,20150506,20161231
99835,1,1,1,1,1,0,0,20150506,20161231
99836,1,1,1,1,1,0,0,20150506,20161231
99837,1,1,1,1,1,0,0,20150506,20161231
99838,1,1,1,1,1,0,0,20150506,20161231
99839,1,1,1,1,1,0,0,20150506,20161231
99840,1,1,1,1,1,0,0,20150506,20161231
99841,1,1,1,1,1,0,0,20150506,20161231
99842,1,1,1,1,1,0,0,20150506,20161231
99843,1,1,1,1,1,0,0,20150506,20161231
99844,1,1,1,1,1,0,0,20150506,20161231
99845,1,1,1,1,1,0,0,20150506,20161231
99846,1,1,1,1,1,0,0,20150506,20161231
99847,1,1,1,1,1,0,0,20150506,20161231
99848,1,1,1,1,1,0,0,20150506,20161231
99849,1,1,1,1,1,0,0,20150506,20161231
99850,1,1,1,1,1,0,0,20150506,20161231
99851,1,1,1,1,1,0,0,20150506,20161231
99852,1,1,1,1,1,0,0,20150506,20161231
99853,1,1,1,1,1,0,0,20150506,20161231
99854,1,1,1,1,1,0,0,20150506,20161231
99855,1,1,1,1,1,0,0,20150506,20161231
99856,1,1,1,1,0,0,0,20150506,20161231
99857,1,1,1,1,0,0,0,20150506,20161231
99858,1,1,1,1,0,0,0,20150506,20161231
99859,1,1,1,1,0,0,0,20150506,20161231
99860,1,1,1,1,0,0,0,20150506,20161231
99861,1,1,1,1,0,0,0,20150506,20161231
99862,1,1,1,1,0,0,0,20150506,20161231
99863,1,1,1,1,0,0,0,20150506,20161231
99864,0,0,0,0,0,0,1,20150506,20161231
99865,1,1,1,1,1,1,0,20150506,20161231
99866,1,1,1,1,1,1,0,20150506,20161231
99867,1,1,1,1,1,1,0,20150506,20161231
99868,1,1,1,1,1,1,0,20150506,20161231
99869,1,1,1,1,1,1,0,20150506,20161231
99870,1,1,1,1,1,1,0,20150506,20161231
99871,1,1,1,1,1,1,0,20150506,20161231
99872,1,1,1,1,1,1,0,20150506,20161231
99873,1,1,1,1,1,1,0,20150506,20161231
99874,1,1,1,1,1,1,0,20150506,20161231
99875,1,1,1,1,1,1,0,20150506,20161231
99876,1,1,1,1,1,1,0,20150506,20161231
99877,1,1,1,1,1,1,0,20150506,20161231
99878,1,1,1,1,1,1,0,20150506,20161231
99879,1,1,1,1,1,1,0,20150506,20161231
99880,1,1,1,1,1,1,0,20150506,20161231
99881,0,0,0,0,1,0,0,20150506,20161231
99882,0,0,0,0,1,0,0,20150506,20161231
99883,1,1,1,1,1,0,0,20150506,20161231
99884,1,1,1,1,1,0,0,20150506,20161231
99885,1,1,1,1,1,0,0,20150506,20161231
99886,1,1,1,1,1,0,0,20150506,20161231
99887,1,1,1,1,1,0,0,20150506,20161231
99888,1,1,1,1,1,0,0,20150506,20161231
99889,1,1,1,1,1,0,0,20150506,20161231
99890,1,1,1,1,1,0,0,20150506,20161231
99891,1,1,1,1,1,0,0,20150506,20161231
99892,1,1,1,1,1,0,0,20150506,20161231
99893,1,1,1,1,1,0,0,20150506,20161231
99894,1,1,1,1,1,0,0,20150506,20161231
99895,1,1,1,1,1,0,0,20150506,20161231
99896,1,1,1,1,1,0,0,20150506,20161231
99897,1,1,1,1,1,0,0,20150506,20161231
99898,1,1,1,1,1,0,0,20150506,20161231
99899,1,1,1,1,1,0,0,20150506,20161231
99900,1,1,1,1,1,0,0,20150506,20161231
99901,1,1,1,1,1,0,0,20150506,20161231
99902,1,1,1,1,1,0,0,20150506,20161231
99903,1,1,1,1,1,0,0,20150506,20161231
99904,1,1,1,1,1,0,0,20150506,20161231
99905,1,1,1,1,1,0,0,20150506,20161231
99906,1,1,1,1,1,0,0,20150506,20161231
99907,1,1,1,1,1,0,0,20150506,20161231
99908,1,1,1,1,1,0,0,20150506,20161231
99909,1,1,1,1,1,0,0,20150506,20161231
99910,1,1,1,1,1,0,0,20150506,20161231
99911,1,1,1,1,1,0,0,20150506,20161231
99912,1,1,1,1,1,0,0,20150506,20161231
99913,1,1,1,1,1,0,0,20150506,20161231
99914,1,1,1,1,1,0,0,20150506,20161231
99915,1,1,1,1,1,0,0,20150506,20161231
99916,1,1,1,1,1,0,0,20150506,20161231
99917,1,1,1,1,1,0,0,20150506,20161231
99918,1,1,1,1,1,0,0,20150506,20161231
99919,1,1,1,1,1,0,0,20150506,20161231
99920,1,1,1,1,1,0,0,20150506,20161231
99921,1,1,1,1,1,0,0,20150506,20161231
99922,1,1,1,1,1,0,0,20150506,20161231
99923,1,1,1,1,1,0,0,20150506,20161231
99924,1,1,1,1,1,0,0,20150506,20161231
99925,1,1,1,1,1,0,0,20150506,20161231
99926,1,1,1,1,1,0,0,20150506,20161231
99927,1,1,1,1,1,0,0,20150506,20161231
99928,1,1,1,1,1,0,0,20150506,20161231
99929,1,1,1,1,1,0,0,20150506,20161231
99930,1,1,1,1,1,0,0,20150506,20161231
99931,1,1,1,1,1,0,0,20150506,20161231
99932,1,1,1,1,1,1,0,20150506,20161231
99933,1,1,1,1,1,1,0,20150506,20161231
99934,1,1,1,1,1,1,0,20150506,20161231
99935,1,1,1,1,1,1,0,20150506,20161231
99936,1,1,1,1,1,1,0,20150506,20161231
99937,1,1,1,1,1,1,0,20150506,20161231
99938,1,1,1,1,1,1,0,20150506,20161231
99939,1,1,1,1,1,1,0,20150506,20161231
99940,1,1,1,1,1,1,0,20150506,20161231
99941,1,1,1,1,1,1,0,20150506,20161231
99942,1,1,1,1,1,1,0,20150506,20161231
99943,1,1,1,1,1,1,0,20150506,20161231
99944,1,1,1,1,1,1,0,20150506,20161231
99945,0,0,0,0,0,0,1,20150506,20161231
99946,0,0,0,0,0,0,1,20150506,20161231
99947,0,0,0,0,0,0,1,20150506,20161231
99948,0,0,0,0,0,0,1,20150506,20161231
99949,0,0,0,0,0,0,1,20150506,20161231
99950,0,0,0,0,0,0,1,20150506,20161231
99951,0,0,0,0,0,0,1,20150506,20161231
99952,0,0,0,0,0,0,1,20150506,20161231
99953,0,0,0,0,0,0,1,20150506,20161231
99954,0,0,0,0,0,0,1,20150506,20161231
99955,0,0,0,0,0,0,1,20150506,20161231
99956,0,0,0,0,0,0,1,20150506,20161231
99957,0,0,0,0,0,0,1,20150506,20161231
99958,0,0,0,0,0,0,1,20150506,20161231
99959,1,1,1,1,1,0,0,20150506,20161231
99960,1,1,1,1,1,0,0,20150506,20161231
99961,1,1,1,1,1,0,0,20150506,20161231
99962,1,1,1,1,1,0,0,20150506,20161231
99963,0,0,0,0,0,1,1,20150506,20161231
99964,1,1,1,1,1,0,0,20150506,20161231
99965,1,1,1,1,1,0,0,20150506,20161231
99966,1,1,1,1,1,0,0,20150506,20161231
99967,1,1,1,1,1,0,0,20150506,20161231
99968,1,1,1,1,1,0,0,20150506,20161231
99969,1,1,1,1,1,0,0,20150506,20161231
99970,0,0,0,0,0,1,1,20150506,20161231
99971,1,1,1,1,1,0,0,20150506,20161231
99972,1,1,1,1,1,1,0,20150506,20161231
99973,0,0,0,0,0,0,1,20150506,20161231
99974,1,0,0,0,0,0,0,20150506,20161231
99975,1,0,0,0,0,0,0,20150506,20161231
99976,1,0,0,0,0,0,0,20150506,20161231
99977,1,0,0,0,0,0,0,20150506,20161231
99978,1,0,0,0,0,0,0,20150506,20161231
99979,0,0,0,0,0,0,1,20150506,20161231
99980,0,0,0,0,0,0,1,20150506,20161231
99981,0,0,0,0,0,0,1,20150506,20161231
99982,0,0,0,0,0,0,1,20150506,20161231
99983,0,0,0,0,0,0,1,20150506,20161231
99984,0,0,0,0,0,0,1,20150506,20161231
99985,0,0,0,0,0,0,1,20150506,20161231
99986,0,0,0,0,0,0,1,20150506,20161231
99987,0,0,0,0,0,0,1,20150506,20161231
99988,0,0,0,0,0,0,1,20150506,20161231
99989,0,0,0,0,0,0,1,20150506,20161231
99990,0,0,0,0,0,0,1,20150506,20161231
99991,0,0,0,0,0,0,1,20150506,20161231
99992,0,0,0,0,0,0,1,20150506,20161231
99993,0,0,0,0,0,0,1,20150506,20161231
100046,1,1,1,1,1,1,0,20150506,20161231
