stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
9406,3811,Arostegieta,,43.130109534436,-2.74434315914575,,,0,
9408,3399,La Torre,,43.1326794458442,-3.11543061309806,,,0,
9409,4179,La Avanzada 11 Antiguo Golf,,43.3344238969166,-3.00444767044957,,,0,
9411,4966,Anbulatorioa,,43.3253965960479,-3.03408590435527,,,0,
9412,5528,San Roque,,43.3421623840132,-3.08709645775343,,,0,
9413,3159,Txirriena,,43.2143663631328,-2.72728813019269,,,0,
9414,4069,Ugarte,,43.1919166149078,-3.04587872869889,,,0,
9415,5189,Goierri,,43.1759257272194,-2.53730289144172,,,0,
9416,5128,Elortza,,43.3731678095944,-2.94973014060421,,,0,
9417,3959,Ospitalea / Hospital,,43.2232002304375,-2.81927385049538,,,0,
9418,4921,Babcock,,43.2989136508072,-3.0137010338329,,,0,
9420,0263,Kastrexana,,43.2580606264157,-2.96983579832704,,,0,
9421,5059,Vía Galindo 13 Inem,,43.3073649176401,-3.00817019370239,,,0,
9422,1025,Elcano 16,,43.2611069544703,-2.93396409841834,,,0,
9423,4483,Urondo,,43.4265843716862,-2.89931558414119,,,0,
9424,4107,Sandamendi Pontón,,43.1787926435509,-3.08496680353302,,,0,
9425,4748,Las Duchas,,43.3286848331532,-3.13208688317311,,,0,
9426,3769,Areiltza,,43.1508289986278,-2.86519548937736,,,0,
9428,4617,Okoriko,,43.2921839283163,-2.76058777350602,,,0,
9429,5301,Arriluze,,43.3109249600463,-2.96385254224653,,,0,
9431,3335,San Ignacio 25,,43.2841597752449,-2.9900857539137,,,0,
9432,4585,Emerando,,43.3803773396559,-2.79036098744439,,,0,
9433,4962,Gernika Parkea,,43.3289441594895,-3.03487730786752,,,0,
9434,3523,Zumalakarregi Kotxetegia / Cocheras,,43.2845177513139,-2.97628090601368,,,0,
9435,4761,Somorrostro Ikastetxea,,43.3220041760893,-3.12327890479992,,,0,
9436,1058,Termibus 22 - 29 Nasak / Andenes 22 - 29,,43.2613223860035,-2.95023131439734,,,0,
9437,3350,Balejo Bolatokia / Bolera,,43.2854826844315,-2.98404584808714,,,0,
9438,4954,Txakoli Loroño,,43.2679456806359,-2.81763844371273,,,0,
9439,3960,Bizkai 12,,43.2326053921246,-2.84052654172051,,,0,
9440,4016,Laukike,,43.3294192202151,-2.8265055250473,,,0,
9441,4688,Anibarri,,43.33205695364,-2.83207345420917,,,0,
9442,5287,Enekuri,,43.2895019163416,-2.96063612597774,,,0,
9443,4414,Iturriondo Metro Leioa,,43.3184503205612,-2.99095875223425,,,0,
9444,4221,"Gobelaurre, 45",,43.3320107136291,-3.00326342838635,,,0,
9445,3856,Longa,,43.3811667383668,-2.60641913560261,,,0,
9446,4803,Astilleru,,43.3192149269719,-2.42130600155176,,,0,
9447,0628,Gran Vía 45 Sota,,43.2632696986645,-2.93683622429752,,,0,
9448,5124,Dobaran,,43.366911792509,-2.92189103306982,,,0,
9449,4342,Larrabetzu,,43.2621053797609,-2.7958094409807,,,0,
9450,3179,La Tejera,,43.2187533102986,-2.74002045257044,,,0,
9451,5077,Atxabiribil Bidegurutzea / Cruce,,43.3851901300159,-2.98428788108079,,,0,
9452,4428,Lamiako Metro,,43.3218761043156,-3.0013268115505,,,0,
9453,5341,Gernika Etorbidea Telefónica,,43.3029492013209,-2.97178533677936,,,0,
9454,3392,Puente Llanteno,,43.1404268165889,-3.10745084246958,,,0,
9456,4554,Zubibarri,,43.234535961424,-2.53138492728084,,,0,
9458,4122,Kiroldegia / Polideportivo,,43.4166891438275,-2.93741492285613,,,0,
9459,3510,La Florida 7,,43.2927947858355,-2.98669419951913,,,0,
9460,4123,Urezarantza Entrepinos,,43.4205686926215,-2.93497720945712,,,0,
9461,4869,Abaro 11,,43.3220319673781,-3.02087507373178,,,0,
9462,3631,Bekokale,,43.311745837395,-2.46374653093402,,,0,
9463,3969,El Bentorro Arenao,,43.2800692009332,-3.13953800718599,,,0,
9464,0104,Sarriko Lehendakari Aguirre 83,,43.2737607072075,-2.95759040642584,,,0,
9466,5353,Mezo 41 Elexazpi,,43.3157822262822,-2.97806848491232,,,0,
9467,4936,Ibarzaharra Fondo Promoción Empleo,,43.2987295804155,-3.00686849597482,,,0,
9468,4582,Likona,,43.3503093078606,-2.48964078887876,,,0,
9469,4458,Santa Ana,,43.322015301411,-3.00934344849391,,,0,
9470,4782,Kiroldegia / Polideportivo,,43.322433047059,-3.11791475783647,,,0,
9471,3038,Otaola Hiribidea Alfa,,43.1828591396123,-2.48108871553337,,,0,
9472,3929,Bengoetxe,,43.2324590329156,-2.85945527230476,,,0,
9473,3451,Gorostiola,,43.1605590330269,-3.0258914975752,,,0,
9474,4048,Basetxeta,,43.3668427958396,-2.64016476904535,,,0,
9475,3357,San Vicente Anteiglesia Plaza,,43.2952178502026,-2.99682717711657,,,0,
9476,4162,Zientotxea S / N Palacio,,43.3651551509238,-3.0179638087318,,,0,
9478,3354,Los Hermanos Juntas Generales 30,,43.298297095775,-2.9906873066541,,,0,
9479,3623,Gardotza,,43.3185321436184,-2.45642421700421,,,0,
9480,3942,Juan Bautista Uriarte 37 Zamakoa,,43.2303410990486,-2.844079101798,,,0,
9481,3113,Muntsaratz,,43.1461415736495,-2.60657495032579,,,0,
9482,4595,Mesterika,,43.3623729446035,-2.80287576170543,,,0,
9483,4652,Estrata,,43.2978304258168,-2.72870894786783,,,0,
9484,4776,San Julián,,43.3332071774114,-3.1132107164674,,,0,
9485,3135,El Minero 33,,43.3118988285512,-3.07307034729859,,,0,
9486,4425,Ehu Errektoretza / Rectorado,,43.3321685053257,-2.97196177839208,,,0,
9487,5339,Altzaga - Erandiogoikoa Basabe,,43.3014582803713,-2.96923512990555,,,0,
9488,0125,Deustuko Unibertsitatea Avda. Universidades,,43.2702663699219,-2.93691512615447,,,0,
9489,1052,Moyua Plaza Barclays Bank,,43.2634713095615,-2.93506049378101,,,0,
9490,5291,Enekuri,,43.2891960193191,-2.96140057552094,,,0,
9491,4177,Algortako Etorb. 74 Kasinoa,,43.3480564019707,-3.01039560200681,,,0,
9492,4207,Mayor Kalea 16,,43.3259050259315,-3.01288009911475,,,0,
9493,4120,Urezarantza Entrepinos,,43.4205597751944,-2.93513039951023,,,0,
9494,3107,Zelaieta,,43.1500723520339,-2.61057139342375,,,0,
9495,4289,Elejalde 12,,43.3897555616443,-2.63121966763599,,,0,
9496,3767,Olatxu,,43.1542661924665,-2.87474205880861,,,0,
9498,3461,Villa Chica Eliza / Iglesia,,43.1504093750716,-3.03106522124266,,,0,
9499,4972,Balparda,,43.3192787352991,-3.04516985452606,,,0,
9500,3795,Uriondo,,43.1625077028646,-2.88540618680843,,,0,
9501,4693,Atxuri,,43.3585120076886,-2.85840917897914,,,0,
9502,4683,Beasko Maurolas,,43.329272141788,-2.87157723824538,,,0,
9504,4666,Trobika Auzoa,,43.3577632844049,-2.83666088000815,,,0,
9505,4258,Zeribai,,43.1990531872825,-3.05541072202812,,,0,
9506,4963,Anbulatorioa,,43.3248098885126,-3.03488012281811,,,0,
9507,4686,Belako,,43.3461096333925,-2.8182848340798,,,0,
9508,3271,Olatxu Bidetxe,,43.3277184054673,-2.76664371981023,,,0,
9509,4785,San Juan 16,,43.3228821852122,-3.12741238805623,,,0,
9512,3188,San Pedro Geralekua / Apeadero,,43.2221150660989,-2.73500457978633,,,0,
9513,5507,Kortatxu,,43.2381825830181,-3.00115441257549,,,0,
9514,4961,Parkea / Parque Capitán Mendizabal 2,,43.3301605123934,-3.03237388955237,,,0,
9515,4026,Garai Irubide,,43.3599210146144,-2.87758374840453,,,0,
9516,4601,Torre De Ugao Geltokia / Estación,,43.1793309678116,-2.90251825576274,,,0,
9517,4205,Santa Ana 2,,43.3252296243754,-3.01338811446595,,,0,
9518,5178,Igorreko Industrialdea,,43.159158027362,-2.77353373367739,,,0,
9519,5141,Institutua / Instituto,,43.1913640348874,-3.18998090569664,,,0,
9520,3309,Olaskoetxe Irubide,,43.4271748877164,-2.81178231526874,,,0,
9521,3166,Berna,,43.1870267545322,-2.6758308615681,,,0,
9522,3554,Kareaga Goikoa 111 Udaletxea / Ayuntamiento,,43.2356541927257,-2.89119806914825,,,0,
9523,5167,Areatza,,43.1212535953431,-2.76992966799846,,,0,
9524,5467,Goierria,,43.3512144050861,-2.68221057568091,,,0,
9525,5035,Chavarri Gasolindegia / Gasolinera,,43.313298824978,-3.01076048448587,,,0,
9526,3838,Zarakondegi,,43.3701271772682,-2.56560554699567,,,0,
9530,5381,Larrondo Elotxelerri,,43.2971381174538,-2.91279745376854,,,0,
9531,5214,San Pedro Zarikete Ermita,,43.2094979429615,-3.14097888044055,,,0,
9533,9030,Musakola,,43.0712311869428,-2.47241398596267,,,0,
9535,4023,Zurbano,,43.3499192608978,-2.88843767864441,,,0,
9536,4838,Olabarri,,43.0991806813723,-2.91601915828772,,,0,
9538,4036,Zurbano,,43.3499580081217,-2.89117685190525,,,0,
9540,3171,Gane,,43.2161763198229,-2.72842507347477,,,0,
9541,5463,Elejalde,,43.3394661013261,-2.65516802360015,,,0,
9542,4283,Okamika,,43.3304734557765,-2.54308151321418,,,0,
9543,5182,Garakoi,,43.1782784134552,-2.77508712927633,,,0,
9544,5422,Izarza Eliza / Iglesia,,43.2973185669827,-2.92595148098235,,,0,
9545,4231,La Cuadra,,43.2242049461335,-3.02429167369954,,,0,
9546,4237,Lakabex Iberdrola,,43.2180176314199,-3.02884501547566,,,0,
9547,4135,Sertutxe,,43.4168583164102,-2.92676564594277,,,0,
9548,0271,Zorrotza,,43.2750170598541,-2.97274779248791,,,0,
9549,3522,La Paz 43,,43.2821427573195,-2.9903450344341,,,0,
9550,5331,Altzaga - Erandiogoikoa Uribarri,,43.303836931605,-2.95965259258364,,,0,
9551,5040,Urbinaga La Naval,,43.3063471126509,-2.98945281977492,,,0,
9552,4236,Sodupe Gelokia / Estación,,43.2022234331433,-3.05049203339398,,,0,
9553,3855,Urtubia,,43.3707664400141,-2.5756642203535,,,0,
9555,4472,Arraibi - Tallerreta,,43.2078211905581,-2.76951262022871,,,0,
9556,4867,General Castaños 2 El Cristo,,43.3195562043676,-3.01735950559514,,,0,
9557,3477,Llano,,43.2863559871086,-2.98302255552592,,,0,
9559,3793,Aresandiaga,,43.1736751115209,-2.90154310392577,,,0,
9560,0526,Atxuri 4,,43.2549944716406,-2.92219671980672,,,0,
9561,3210,Urebei,,43.2745757677765,-2.59383908370952,,,0,
9562,4754,El Haya,,43.3385078133857,-3.151078068575,,,0,
9563,3165,Berna,,43.1867738220112,-2.67554916182294,,,0,
9564,3916,Bengoetxe,,43.2321432926616,-2.8589880223987,,,0,
9565,5075,Ander Deuna Ermita,,43.3905351261805,-2.97887214391397,,,0,
9566,9027,Bizkotxalde,,43.2403135523976,-2.88597977679116,,,0,
9567,5160,Apatamonasterio,,43.1296550407919,-2.58414486029363,,,0,
9568,5537,Loiola,,43.3056591374897,-2.64065150717128,,,0,
9569,4160,Zientoetxe 19 Martiturri,,43.3688913123884,-3.01608263786749,,,0,
9570,4008,Gamiz,,43.3268444903286,-2.81818106280922,,,0,
9572,4112,Elexalde Udaletxea / Ayuntamiento,,43.4145168319456,-2.93359667445868,,,0,
9573,4668,Atxuri,,43.3580841258817,-2.8547573611819,,,0,
9574,1020,Iberdrola,,43.2470594500875,-2.98086621772373,,,0,
9575,4326,Gardata,,43.3637750024113,-2.51901807004052,,,0,
9576,4499,Zubitxu Hilerria / Cementerio,,43.4086961210995,-2.90332750514962,,,0,
9577,4261,Artxube,,43.2005847117561,-3.07077360823656,,,0,
9578,3130,El Casal,,43.32200686706,-3.07232001672375,,,0,
9579,4943,Salcedillo,,43.30446397276,-3.02102984127513,,,0,
9580,4330,Kortazar,,43.3600024594118,-2.53717055693801,,,0,
9581,5187,Avenida Bilbao,,43.1696281827138,-2.5500037299307,,,0,
9582,4501,Sabino Arana Telefónica,,43.3634597093532,-2.50900543609386,,,0,
9584,5098,La Baluga,,43.2740327993083,-3.15608736123291,,,0,
9585,3952,Zabalgane,,43.2302341721399,-2.83834069711456,,,0,
9586,4724,Beko Kale Torrebillela,,43.353781125887,-2.84870894861736,,,0,
9587,4452,Artatza Landabarri,,43.3320826697965,-2.99709577227703,,,0,
9588,4110,Puente Busterri Aterpetxea / Albergue,,43.4120284063051,-2.94411437667178,,,0,
9589,5220,Mimetiz Udaletxea / Ayuntamiento,,43.2140873528485,-3.13404773029974,,,0,
9590,4116,Itsasbide Caja Laboral,,43.4134558159408,-2.93608437920301,,,0,
9591,4758,Las Llanas,,43.3236012802062,-3.12854858222358,,,0,
9592,1056,Santa Ana Galdategia / Fundición,,43.2467445946491,-2.9079430003393,,,0,
9594,3935,Labeaga,,43.224903017523,-2.81989681830153,,,0,
9595,5363,Plaiabarri,,43.296662649778,-2.96683244735922,,,0,
9596,4593,Meñakabarrena,,43.3500110033182,-2.79838762683691,,,0,
9597,4362,Mentxakaetas Erreskondo,,43.3633441569194,-2.91922993706701,,,0,
9598,3039,Unibertsitatea Laborala / Universidad Laboral,,43.1801868828087,-2.48820584793167,,,0,
9599,3036,Escuela Armeria / Armeria Eskola Armeria,,43.1833246004723,-2.47914755060411,,,0,
9600,5458,Agarregane,,43.3452269063783,-2.67916977993952,,,0,
9601,2197,Abando Geltokia / Estación,,43.2601943652752,-2.92876940459103,,,0,
9602,4077,Allende,,43.1676951381633,-3.100689980161,,,0,
9603,1014,Artxanda El Gallo,,43.2707080693075,-2.9107161475147,,,0,
9604,5190,Lanbide Unibertsitatea / Universidad Laboral,,43.1790167277235,-2.49030737482018,,,0,
9605,3282,Urgoiti Anbulatorioa,,43.2077816584656,-2.8879489691714,,,0,
9606,3157,Boroa,,43.2285520083359,-2.75311792227491,,,0,
9607,4655,Kurtzero,,43.2892626689913,-2.68962913471678,,,0,
9608,3773,Ermitabarri,,43.146392673013,-2.83328366356881,,,0,
9609,4140,Ollaretxe 8 Getxo I,,43.3535585430637,-3.00485590645186,,,0,
9610,5404,Aireportua / Aeropuerto Etorrerak / Llegadas,,43.3054343107039,-2.90528875239208,,,0,
9612,4912,Primero De Mayo Udaletxea / Ayuntamiento,,43.3043971311367,-3.03652827706394,,,0,
9613,4375,Mentxakaetas Erreskondo,,43.3637943997121,-2.91925402322679,,,0,
9614,4409,Lamiako Pasai,,43.3187198760452,-3.00543350413304,,,0,
9616,4512,Zengotita,,43.1973516329663,-2.55517833815459,,,0,
9617,3967,Altzadi Plaza,,43.2327995811405,-2.84422061777803,,,0,
9618,4093,Isuskiza Hipika,,43.169590296234,-3.02834340048998,,,0,
9619,5289,Etxegorri Metro,,43.3150180980212,-2.98613380122188,,,0,
9620,3541,Goierri,,43.3957827655174,-2.97412353656901,,,0,
9621,4105,Mazukera,,43.1580016284968,-3.10547386353494,,,0,
9622,5544,Mendikoi Hotel Laia,,43.2938934556453,-2.8715909326502,,,0,
9623,5205,Aranguren,,43.2107155474592,-3.1149072208498,,,0,
9625,3183,Autzagane,,43.2436542650142,-2.718641852495,,,0,
9626,5155,Olazabal,,43.1121524161818,-2.59613345431648,,,0,
9627,4168,Los Chopos 11 Ardillas,,43.3359726943273,-3.00410237248023,,,0,
9628,4478,Larrabeiti,,43.2037945166289,-2.77324522934545,,,0,
9629,4757,Las Duchas,,43.3278475240918,-3.13198639315226,,,0,
9630,5359,Enekuri Gasolindegia / Gasolinera,,43.2860253292735,-2.95838283131472,,,0,
9631,4441,Amaia Anbulatorioa,,43.3243206060054,-3.00755528480631,,,0,
9632,4251,Iorgi 21b,,43.2059637481401,-3.04644282961822,,,0,
9633,5502,Nuestra Señora De La Guía,,43.2354626064074,-3.01217713776419,,,0,
9634,4297,Arriederra,,43.3853331846382,-2.63441288080294,,,0,
9635,3301,Goikolea,,43.4038341856967,-2.81099047147654,,,0,
9636,4463,Aldekoena,,43.3332882277729,-2.98487104763928,,,0,
9637,5045,Las Llanas,,43.3097871780778,-3.00907054397904,,,0,
9638,4505,Eliza,,43.3629348869701,-2.50218479600568,,,0,
9639,4250,Olabarrieta Las Jarretas,,43.2095404853972,-3.04139807548558,,,0,
9640,5081,Urgitxieta,,43.3754696026365,-2.98985906618978,,,0,
9641,5206,Aranguren,,43.2106970174913,-3.11542424084145,,,0,
9642,4498,Olalde,,43.4166390126996,-2.90449070185684,,,0,
9643,3628,Atxurra,,43.3245764287172,-2.49314716135346,,,0,
9644,5483,Mallabiena,,43.1764663808975,-2.64376004277208,,,0,
9645,4241,Sodupe Herriko Enparantza,,43.2002899806246,-3.04828508266044,,,0,
9646,5219,San Pedro Zarikete Ermita,,43.2094981249051,-3.14083115382612,,,0,
9647,5175,Gezala,,43.1719599246951,-2.77656084486503,,,0,
9648,5313,Lukileze,,43.3007130310645,-2.9616889393935,,,0,
9649,3035,Pol. Otaola Otaola,,43.1816663890544,-2.48280391597603,,,0,
9650,4170,Bizkaia Zubia / Puente Bizkaia,,43.3239867295234,-3.0154735904431,,,0,
9651,4343,Goikola,,43.2659685950928,-2.79094155463083,,,0,
9653,3535,Zahar - Egoitza / Asilo,,43.4053236323369,-2.96359194324528,,,0,
9654,3806,Zumeltza Dima Gane,,43.0730240420398,-2.68241565085304,,,0,
9655,5478,Arriandi,,43.1817759670441,-2.65723059090305,,,0,
9656,5011,Etxaba,,43.3079327923122,-3.04555627273316,,,0,
9657,0604,Alameda Recalde 14,,43.2660774479484,-2.93381443537466,,,0,
9658,4397,Artatza Suhiltzaileak / Bomberos,,43.330488836211,-2.99623239840446,,,0,
9659,4878,Carlos VII 4,,43.3200869864584,-3.02082519960232,,,0,
9660,4745,El Crucero,,43.322200795725,-3.11608885413488,,,0,
9662,0922,Juan De Garay Torre Urizar,,43.2526338424665,-2.93432201247045,,,0,
9663,3653,Axpe,,43.3821710508538,-2.69870233660097,,,0,
9664,5181,Garbe,,43.1613375506473,-2.78300968437579,,,0,
9665,4229,Gobela Ikastola,,43.3382418257379,-2.99958734184539,,,0,
9666,3798,Dima Plaza,,43.1431656273903,-2.7520050488822,,,0,
9667,3801,Dima Plaza,,43.1432105046804,-2.75193723249023,,,0,
9668,5047,Hilerria / Cementerio,,43.312236050863,-3.01299226323628,,,0,
9669,3328,Burtzeña Pilotalekua / Frontón,,43.2803310551456,-2.97815603438541,,,0,
9670,4705,Landabarrena,,43.3895375694934,-2.79933134126308,,,0,
9671,3173,Boroa,,43.2289590476514,-2.7539658566183,,,0,
9672,4930,Funikular Kalea,,43.3037301010971,-3.03862526352575,,,0,
9673,5454,Torrelarragoiti,,43.2756082835346,-2.85178826991423,,,0,
9674,3517,Obispo Olaetxea,,43.2903345159146,-2.97519375710957,,,0,
9675,5517,San Mamés,,43.3502307728585,-3.09603439214256,,,0,
9676,3412,Zerrabe,,43.1062899936742,-3.04518954497748,,,0,
9677,4148,Salsidu Basotxi,,43.3555485484543,-3.00142552511533,,,0,
9678,4969,Igerilekuak / Piscinas,,43.3269654855422,-3.02573647111172,,,0,
9679,5258,San Cristobal,,43.3001138175922,-2.87814899844572,,,0,
9680,5265,Ugaldeguren Industrialdea,,43.2894325485751,-2.8895135951105,,,0,
9681,4184,Algortako Etorb. 13 Regoyos,,43.3388268767484,-3.00876583159634,,,0,
9682,4189,Eduardo Coste,,43.3208896182316,-3.01153855982607,,,0,
9683,2199,Abando Geltokia / Estación,,43.259951499183,-2.92918859314099,,,0,
9684,4682,Bolatoki,,43.3347765507876,-2.86608839305028,,,0,
9685,4298,Arriederra,,43.3853010340265,-2.6342143019514,,,0,
9686,0917,Bizkaia Plaza,,43.2603179029585,-2.93721308947875,,,0,
9687,9024,Gallarta,,43.3174175964145,-3.07469237470141,,,0,
9688,4196,San Martin 33 - 35,,43.3556200118764,-3.01239586364773,,,0,
9689,3647,Eitua Industrialdea Estampados,,43.1669937545402,-2.58505210520492,,,0,
9690,4035,Botiola,,43.353984178039,-2.88338315011259,,,0,
9691,4752,Las Acacias,,43.3204029749056,-3.13003412674053,,,0,
9692,3213,Astorkigane,,43.272569465551,-2.60714948638544,,,0,
9693,5242,Hilerria / Cementerio,,43.292582943039,-2.89305557527131,,,0,
9694,5512,Virgen Del Puerto Lazkano,,43.3515054832353,-3.07970601898953,,,0,
9695,4526,Dokaitz / Donagarai,,43.2134378803155,-2.53799777712442,,,0,
9696,3109,Andra Mari,,43.1430680978518,-2.6031760288067,,,0,
9698,3120,Zubibitarte,,43.1686991452171,-2.61201511099379,,,0,
9699,9016,Aizpuru,,43.309895273405,-3.00724559691119,,,0,
9700,4904,Azeta,,43.3154507595251,-3.01237622699797,,,0,
9701,3621,Erribera,,43.3091788897383,-2.46843131947202,,,0,
9702,4479,Txitxotegi,,43.1928401395326,-2.77553813647082,,,0,
9703,4507,Zubia,,43.3607064437128,-2.49913020850593,,,0,
9704,4953,Iberre,,43.2700012561554,-2.82215094402083,,,0,
9705,5034,Chavarri 34 Arboleda,,43.3124165379122,-3.00760350533471,,,0,
9706,3277,Libao Arrieta,,43.3418382096216,-2.76932087660503,,,0,
9707,3191,Ategorri,,43.2269976254182,-2.73053914811895,,,0,
9708,3843,Beñaga Tres Cruces,,43.3823562528097,-2.61760015947051,,,0,
9709,4051,Zelaieta Arteaga,,43.3529370138347,-2.65081833634039,,,0,
9710,3555,Kareaga Goikoa 79 Burritos,,43.2379085220224,-2.89456256767941,,,0,
9711,3160,Montorra,,43.2058034349706,-2.71500659423351,,,0,
9712,3847,Olabe,,43.3780247371101,-2.57536288917036,,,0,
9714,4081,Zubieta 10 La Industria,,43.1805683243149,-3.06870838398699,,,0,
9715,4480,Txitxotegi,,43.1932270766567,-2.7754013379687,,,0,
9716,3190,San Miguel,,43.2180754912894,-2.73074108518223,,,0,
9717,5072,Zipiriñe Akilino Arriola,,43.378824241694,-2.98651294527566,,,0,
9719,4220,Andra Mari,,43.3638199785211,-3.01666148373321,,,0,
9720,3735,Ugarte,,43.1280285614106,-2.77839455133171,,,0,
9721,3771,Udaletxea / Ayuntamiento,,43.1475401737608,-2.84912412172896,,,0,
9722,4366,Uribarri,,43.3502476230291,-2.90270095749321,,,0,
9723,5548,Ugaran,,43.347083052161,-2.50333868784917,,,0,
9724,4581,Likona,,43.3510933320267,-2.4897822890145,,,0,
