route_id,service_id,trip_id,direction_id,block_id,shape_id
819,186191,186191,1,,
819,186192,186192,1,,
819,186193,186193,1,,
819,186194,186194,1,,
819,186195,186195,1,,
819,186196,186196,1,,
819,186197,186197,1,,
819,186198,186198,1,,
819,186199,186199,1,,
819,186200,186200,1,,
819,186201,186201,1,,
819,186202,186202,1,,
819,186203,186203,1,,
819,186204,186204,1,,
819,186205,186205,1,,
819,186206,186206,1,,
819,186207,186207,1,,
819,186208,186208,1,,
819,186209,186209,1,,
819,186210,186210,1,,
819,186211,186211,1,,
819,186212,186212,1,,
819,186213,186213,1,,
819,186214,186214,1,,
819,186215,186215,1,,
819,186216,186216,1,,
819,186217,186217,1,,
819,186218,186218,1,,
819,186219,186219,1,,
819,186220,186220,1,,
819,186221,186221,1,,
819,186222,186222,1,,
819,186223,186223,1,,
819,186224,186224,1,,
819,186225,186225,1,,
819,186226,186226,1,,
819,186227,186227,1,,
821,100089,100089,1,,
821,100090,100090,1,,
821,100091,100091,1,,
821,100092,100092,1,,
821,101259,101259,0,,
821,101260,101260,0,,
821,101261,101261,0,,
822,99352,99352,1,,
822,99353,99353,1,,
822,101416,101416,0,,
822,104095,104095,0,,
822,185102,185102,0,,
822,185103,185103,0,,
823,99890,99890,1,,
823,99891,99891,1,,
823,99892,99892,1,,
823,99893,99893,1,,
823,99894,99894,1,,
823,99895,99895,1,,
823,99896,99896,1,,
823,99897,99897,1,,
823,99898,99898,1,,
823,99899,99899,1,,
823,99900,99900,1,,
823,99901,99901,1,,
823,99902,99902,1,,
823,99903,99903,1,,
823,99904,99904,1,,
823,99905,99905,1,,
823,99906,99906,1,,
823,99907,99907,1,,
823,99908,99908,1,,
823,99909,99909,1,,
823,99910,99910,1,,
823,99911,99911,1,,
823,99912,99912,1,,
823,99913,99913,1,,
823,99914,99914,1,,
823,99915,99915,1,,
823,99916,99916,1,,
823,99917,99917,1,,
823,99918,99918,1,,
823,99919,99919,1,,
823,99920,99920,1,,
823,99921,99921,1,,
823,99922,99922,1,,
823,99923,99923,1,,
823,99924,99924,1,,
823,99925,99925,1,,
823,99926,99926,1,,
823,99927,99927,1,,
823,99928,99928,1,,
823,99929,99929,1,,
823,99930,99930,1,,
823,99931,99931,1,,
823,100331,100331,1,,
823,100332,100332,1,,
823,100333,100333,1,,
823,100334,100334,1,,
823,100335,100335,1,,
823,100336,100336,1,,
823,100337,100337,1,,
823,100338,100338,1,,
823,100339,100339,1,,
823,100340,100340,1,,
823,100341,100341,1,,
823,100342,100342,1,,
823,100343,100343,1,,
823,100344,100344,1,,
823,100345,100345,1,,
823,100346,100346,1,,
823,100347,100347,1,,
823,100348,100348,1,,
823,100349,100349,1,,
823,100350,100350,1,,
824,99816,99816,1,,
824,99817,99817,1,,
824,100702,100702,0,,
824,103806,103806,0,,
824,104014,104014,0,,
826,99356,99356,1,,
826,99357,99357,1,,
826,99358,99358,1,,
826,99359,99359,1,,
826,101543,101543,0,,
826,101544,101544,0,,
826,101545,101545,0,,
826,101666,101666,0,,
826,101667,101667,0,,
826,101668,101668,0,,
826,101669,101669,0,,
826,101670,101670,0,,
826,101671,101671,0,,
826,101672,101672,0,,
826,101673,101673,0,,
826,101674,101674,0,,
826,101675,101675,0,,
826,101676,101676,0,,
826,101677,101677,0,,
826,101678,101678,0,,
826,101679,101679,0,,
826,101680,101680,0,,
826,101681,101681,0,,
826,101682,101682,0,,
826,101683,101683,0,,
826,101684,101684,0,,
826,101690,101690,0,,
826,101691,101691,0,,
826,101692,101692,0,,
826,101693,101693,0,,
826,101694,101694,0,,
826,101695,101695,0,,
826,101696,101696,0,,
826,101697,101697,0,,
826,101698,101698,0,,
826,101699,101699,0,,
826,101700,101700,0,,
826,101701,101701,0,,
829,100186,100186,1,,
829,100187,100187,1,,
829,100188,100188,1,,
829,100189,100189,1,,
829,100190,100190,1,,
829,100191,100191,1,,
829,100192,100192,1,,
829,100193,100193,1,,
829,100194,100194,1,,
829,100195,100195,1,,
829,100196,100196,1,,
829,100197,100197,1,,
829,100198,100198,1,,
829,100199,100199,1,,
829,100200,100200,1,,
829,100201,100201,1,,
829,100202,100202,1,,
829,100203,100203,1,,
829,100850,100850,0,,
829,100851,100851,0,,
829,100852,100852,0,,
829,100853,100853,0,,
829,100854,100854,0,,
829,100855,100855,0,,
829,100856,100856,0,,
829,100857,100857,0,,
829,100858,100858,0,,
829,100859,100859,0,,
829,100860,100860,0,,
829,100861,100861,0,,
829,100862,100862,0,,
829,100863,100863,0,,
829,100864,100864,0,,
829,100865,100865,0,,
829,100866,100866,0,,
829,101018,101018,0,,
829,101019,101019,0,,
829,101020,101020,0,,
830,100832,100832,0,,
830,100833,100833,0,,
830,100834,100834,0,,
830,100835,100835,0,,
830,101123,101123,0,,
830,101124,101124,0,,
830,101125,101125,0,,
830,101126,101126,0,,
830,101127,101127,0,,
830,101128,101128,0,,
830,101129,101129,0,,
830,101130,101130,0,,
830,101131,101131,0,,
830,101132,101132,0,,
830,101133,101133,0,,
830,101134,101134,0,,
830,101135,101135,0,,
830,101136,101136,0,,
830,101137,101137,0,,
830,101138,101138,0,,
830,101139,101139,0,,
830,101140,101140,0,,
830,101141,101141,0,,
830,101142,101142,0,,
830,101143,101143,0,,
830,101144,101144,0,,
830,101145,101145,0,,
830,103965,103965,1,,
830,103966,103966,1,,
830,103967,103967,1,,
830,103968,103968,1,,
830,103969,103969,1,,
830,103970,103970,1,,
830,103971,103971,1,,
830,103972,103972,1,,
830,103973,103973,1,,
830,103974,103974,1,,
830,103975,103975,1,,
830,103976,103976,1,,
830,103977,103977,1,,
830,103978,103978,1,,
830,103979,103979,1,,
830,103980,103980,1,,
830,103981,103981,1,,
830,103982,103982,1,,
830,103983,103983,1,,
830,103984,103984,1,,
830,103985,103985,1,,
830,103986,103986,1,,
830,103987,103987,1,,
830,103988,103988,1,,
830,103989,103989,1,,
832,100313,100313,1,,
832,100314,100314,1,,
832,100315,100315,1,,
832,100316,100316,1,,
832,100317,100317,1,,
832,100318,100318,1,,
832,101226,101226,0,,
832,101227,101227,0,,
832,101228,101228,0,,
832,101229,101229,0,,
832,101230,101230,0,,
832,101231,101231,0,,
832,101232,101232,0,,
832,101233,101233,0,,
832,101234,101234,0,,
832,101401,101401,0,,
832,101402,101402,0,,
832,101403,101403,0,,
832,101404,101404,0,,
832,101405,101405,0,,
832,101406,101406,0,,
832,101407,101407,0,,
833,101706,101706,0,,
833,101707,101707,0,,
833,101708,101708,0,,
833,104172,104172,1,,
833,104173,104173,1,,
833,104174,104174,1,,
833,104175,104175,1,,
833,104176,104176,1,,
834,99764,99764,1,,
834,99765,99765,1,,
834,99766,99766,1,,
834,99767,99767,1,,
834,99768,99768,1,,
834,99769,99769,1,,
834,99770,99770,1,,
834,99771,99771,1,,
834,99772,99772,1,,
834,99773,99773,1,,
834,99774,99774,1,,
834,99775,99775,1,,
834,99776,99776,1,,
834,99777,99777,1,,
834,99778,99778,1,,
834,99779,99779,1,,
834,99780,99780,1,,
834,99781,99781,1,,
834,99782,99782,1,,
834,99783,99783,1,,
834,100134,100134,1,,
834,100135,100135,1,,
834,100136,100136,1,,
834,100137,100137,1,,
834,100138,100138,1,,
834,100139,100139,1,,
834,100140,100140,1,,
834,100141,100141,1,,
834,100142,100142,1,,
834,100143,100143,1,,
834,100144,100144,1,,
834,100145,100145,1,,
834,100146,100146,1,,
834,100147,100147,1,,
834,100148,100148,1,,
834,100149,100149,1,,
834,100150,100150,1,,
834,100151,100151,1,,
834,100152,100152,1,,
834,100153,100153,1,,
834,100154,100154,1,,
834,100155,100155,1,,
834,100156,100156,1,,
834,100157,100157,1,,
834,100158,100158,1,,
834,100159,100159,1,,
834,100160,100160,1,,
834,100177,100177,1,,
834,100178,100178,1,,
834,100179,100179,1,,
834,100180,100180,1,,
834,100455,100455,0,,
834,100456,100456,0,,
834,100457,100457,0,,
834,100458,100458,0,,
834,100459,100459,0,,
834,100460,100460,0,,
834,100461,100461,0,,
834,100462,100462,0,,
834,100463,100463,0,,
834,100464,100464,0,,
834,100465,100465,0,,
834,100466,100466,0,,
834,100467,100467,0,,
834,100468,100468,0,,
834,100469,100469,0,,
834,100470,100470,0,,
834,100471,100471,0,,
834,100472,100472,0,,
834,100473,100473,0,,
834,100539,100539,0,,
834,100559,100559,0,,
834,100560,100560,0,,
834,100561,100561,0,,
834,100562,100562,0,,
834,100563,100563,0,,
834,100564,100564,0,,
834,100565,100565,0,,
834,100566,100566,0,,
834,100567,100567,0,,
834,100568,100568,0,,
834,100569,100569,0,,
834,100570,100570,0,,
834,100571,100571,0,,
835,100713,100713,0,,
835,100714,100714,0,,
835,100715,100715,0,,
835,101854,101854,0,,
835,101855,101855,0,,
835,101856,101856,0,,
835,101857,101857,0,,
835,101858,101858,0,,
835,101859,101859,0,,
835,101860,101860,0,,
835,101861,101861,0,,
835,101862,101862,0,,
835,101863,101863,0,,
835,101864,101864,0,,
835,101865,101865,0,,
835,101866,101866,0,,
835,101867,101867,0,,
835,101868,101868,0,,
836,100094,100094,1,,
836,100095,100095,1,,
836,100096,100096,1,,
836,100097,100097,1,,
836,100098,100098,1,,
836,100099,100099,1,,
836,100100,100100,1,,
836,100101,100101,1,,
836,101263,101263,0,,
836,101264,101264,0,,
836,101265,101265,0,,
836,101266,101266,0,,
836,101267,101267,0,,
836,101268,101268,0,,
837,99828,99828,1,,
837,99829,99829,1,,
837,100716,100716,0,,
837,100717,100717,0,,
837,148988,148988,0,,
837,148989,148989,0,,
837,148990,148990,1,,
837,148991,148991,1,,
838,99820,99820,1,,
838,99821,99821,1,,
838,99822,99822,1,,
838,99823,99823,1,,
838,99824,99824,1,,
838,99825,99825,1,,
838,99826,99826,1,,
838,99827,99827,1,,
838,100705,100705,0,,
838,100706,100706,0,,
838,100707,100707,0,,
838,100708,100708,0,,
838,100709,100709,0,,
838,100710,100710,0,,
838,100711,100711,0,,
838,100712,100712,0,,
838,148982,148982,0,,
838,148983,148983,0,,
838,148984,148984,0,,
838,148985,148985,1,,
838,148986,148986,1,,
838,148987,148987,1,,
839,100046,100046,1,,
839,100130,100130,1,,
839,100131,100131,1,,
839,100132,100132,1,,
839,100531,100531,0,,
839,100532,100532,0,,
839,100533,100533,0,,
839,100534,100534,0,,
839,100535,100535,0,,
839,100536,100536,0,,
839,100537,100537,0,,
839,101099,101099,0,,
840,100601,100601,1,,
840,100602,100602,1,,
840,100603,100603,1,,
840,100604,100604,1,,
840,100605,100605,1,,
840,100606,100606,1,,
840,100607,100607,1,,
840,100608,100608,1,,
840,100609,100609,1,,
840,101803,101803,0,,
840,101804,101804,0,,
840,101805,101805,0,,
840,101806,101806,0,,
840,101808,101808,0,,
840,104186,104186,0,,
840,104188,104188,0,,
840,104193,104193,0,,
840,185104,185104,0,,
840,185105,185105,0,,
840,185106,185106,0,,
840,185107,185107,0,,
840,185108,185108,0,,
840,185109,185109,0,,
841,100297,100297,1,,
841,100298,100298,1,,
841,100299,100299,1,,
841,100300,100300,1,,
841,100301,100301,1,,
841,100302,100302,1,,
841,100303,100303,1,,
841,101196,101196,0,,
841,101197,101197,0,,
841,101198,101198,0,,
841,101199,101199,0,,
841,101200,101200,0,,
841,101201,101201,0,,
841,101202,101202,0,,
843,100598,100598,1,,
843,100599,100599,1,,
843,100600,100600,1,,
843,101728,101728,0,,
843,101729,101729,0,,
843,101730,101730,0,,
843,101731,101731,0,,
845,100086,100086,1,,
845,100087,100087,1,,
845,100088,100088,1,,
845,101256,101256,0,,
845,101257,101257,0,,
845,101258,101258,0,,
846,99438,99438,0,,
846,101774,101774,0,,
846,101775,101775,0,,
846,101779,101779,0,,
846,101780,101780,0,,
846,101781,101781,0,,
846,101785,101785,0,,
846,101786,101786,0,,
846,101787,101787,0,,
846,149009,149009,1,,
846,149010,149010,1,,
846,149011,149011,1,,
846,149012,149012,1,,
846,149013,149013,1,,
846,149019,149019,1,,
846,149020,149020,1,,
846,149021,149021,1,,
846,149022,149022,1,,
846,149023,149023,1,,
846,149029,149029,1,,
846,149030,149030,1,,
846,149031,149031,1,,
846,149032,149032,1,,
846,149033,149033,1,,
846,149088,149088,1,,
846,149089,149089,1,,
846,149090,149090,1,,
846,149091,149091,1,,
846,149092,149092,1,,
846,149093,149093,1,,
846,149094,149094,1,,
846,149095,149095,1,,
846,149096,149096,1,,
846,149097,149097,1,,
846,149098,149098,1,,
846,149099,149099,1,,
846,149112,149112,1,,
846,149113,149113,1,,
846,149114,149114,1,,
846,149115,149115,1,,
846,149116,149116,1,,
846,149117,149117,1,,
846,149118,149118,1,,
846,149119,149119,1,,
846,149120,149120,1,,
846,149121,149121,1,,
846,149122,149122,1,,
846,149123,149123,1,,
846,149136,149136,1,,
846,149137,149137,1,,
846,149138,149138,1,,
846,149139,149139,1,,
846,149140,149140,1,,
846,149141,149141,1,,
846,149142,149142,1,,
846,149143,149143,1,,
846,149144,149144,1,,
846,149145,149145,1,,
846,149146,149146,1,,
846,149147,149147,1,,
847,99419,99419,1,,
847,99420,99420,1,,
847,99421,99421,1,,
847,99422,99422,1,,
847,99423,99423,1,,
847,99586,99586,1,,
847,99587,99587,1,,
847,99588,99588,1,,
847,99589,99589,1,,
847,99590,99590,1,,
847,99591,99591,1,,
847,99592,99592,1,,
847,99593,99593,1,,
847,99594,99594,1,,
847,99595,99595,1,,
847,99596,99596,1,,
847,99597,99597,1,,
847,99598,99598,1,,
847,99599,99599,1,,
847,99720,99720,1,,
847,99721,99721,1,,
847,99722,99722,1,,
847,99723,99723,1,,
847,99724,99724,1,,
847,99725,99725,1,,
847,99726,99726,1,,
847,99727,99727,1,,
847,99728,99728,1,,
847,99729,99729,1,,
847,99730,99730,1,,
847,99731,99731,1,,
847,99732,99732,1,,
847,100540,100540,0,,
847,100541,100541,0,,
847,100542,100542,0,,
847,100543,100543,0,,
847,100544,100544,0,,
847,100545,100545,0,,
847,100546,100546,0,,
847,100547,100547,0,,
847,100548,100548,0,,
847,100549,100549,0,,
847,100550,100550,0,,
847,100551,100551,0,,
847,100552,100552,0,,
847,100553,100553,0,,
847,100554,100554,0,,
847,100938,100938,0,,
847,100939,100939,0,,
847,100940,100940,0,,
847,100941,100941,0,,
847,100942,100942,0,,
847,100943,100943,0,,
847,100944,100944,0,,
847,100945,100945,0,,
847,100946,100946,0,,
847,100947,100947,0,,
847,100948,100948,0,,
847,100949,100949,0,,
847,100950,100950,0,,
847,100951,100951,0,,
847,100952,100952,0,,
847,100953,100953,0,,
847,100954,100954,0,,
847,100955,100955,0,,
847,101802,101802,0,,
848,99426,99426,0,,
848,99427,99427,1,,
848,99428,99428,1,,
848,99429,99429,0,,
848,99430,99430,0,,
848,99431,99431,1,,
848,99432,99432,1,,
848,99830,99830,1,,
848,99831,99831,1,,
848,99832,99832,1,,
848,99864,99864,1,,
848,99865,99865,1,,
848,99866,99866,1,,
848,99867,99867,1,,
848,99868,99868,1,,
848,99869,99869,1,,
848,99870,99870,1,,
848,99871,99871,1,,
848,99872,99872,1,,
848,99873,99873,1,,
848,99874,99874,1,,
848,99875,99875,1,,
848,99876,99876,1,,
848,99877,99877,1,,
848,99878,99878,1,,
848,99879,99879,1,,
848,99880,99880,1,,
848,99932,99932,1,,
848,99933,99933,1,,
848,99934,99934,1,,
848,99935,99935,1,,
848,99936,99936,1,,
848,99937,99937,1,,
848,99938,99938,1,,
848,99939,99939,1,,
848,99940,99940,1,,
848,99941,99941,1,,
848,99942,99942,1,,
848,99943,99943,1,,
848,99944,99944,1,,
848,99945,99945,1,,
848,99946,99946,1,,
848,99947,99947,1,,
848,99948,99948,1,,
848,99949,99949,1,,
848,99950,99950,1,,
848,99951,99951,1,,
848,99952,99952,1,,
848,99953,99953,1,,
848,99954,99954,1,,
848,99955,99955,1,,
848,99956,99956,1,,
848,99957,99957,1,,
848,99958,99958,1,,
848,99979,99979,1,,
848,99980,99980,1,,
848,99981,99981,1,,
848,99982,99982,1,,
848,99983,99983,1,,
848,99984,99984,1,,
848,99985,99985,1,,
848,99986,99986,1,,
848,99987,99987,1,,
848,99988,99988,1,,
848,99989,99989,1,,
848,99990,99990,1,,
848,99991,99991,1,,
848,99992,99992,1,,
848,99993,99993,1,,
848,100658,100658,0,,
848,100659,100659,0,,
848,100660,100660,0,,
848,100661,100661,0,,
848,100662,100662,0,,
848,100663,100663,0,,
848,100664,100664,0,,
848,100665,100665,0,,
848,100666,100666,0,,
848,100667,100667,0,,
848,100668,100668,0,,
848,100669,100669,0,,
848,100670,100670,0,,
848,100671,100671,0,,
848,100672,100672,0,,
848,100673,100673,0,,
848,100718,100718,0,,
848,100719,100719,0,,
848,100720,100720,0,,
848,100721,100721,0,,
848,100722,100722,0,,
848,100723,100723,0,,
848,100724,100724,0,,
848,100725,100725,0,,
848,100726,100726,0,,
848,100727,100727,0,,
848,100728,100728,0,,
848,100729,100729,0,,
848,100730,100730,0,,
848,100731,100731,0,,
848,100732,100732,0,,
848,100733,100733,0,,
848,100734,100734,0,,
848,100735,100735,0,,
848,100736,100736,0,,
848,100756,100756,0,,
848,100757,100757,0,,
848,100758,100758,0,,
848,100759,100759,0,,
848,100760,100760,0,,
848,100761,100761,0,,
848,100762,100762,0,,
848,100763,100763,0,,
848,100764,100764,0,,
848,100765,100765,0,,
848,100766,100766,0,,
848,100767,100767,0,,
848,100768,100768,0,,
848,100769,100769,0,,
848,100770,100770,0,,
848,100771,100771,0,,
848,100772,100772,0,,
848,100773,100773,0,,
848,100774,100774,0,,
848,100775,100775,0,,
848,100776,100776,0,,
848,100777,100777,0,,
848,100778,100778,0,,
848,100779,100779,0,,
848,100780,100780,0,,
848,100781,100781,0,,
848,100782,100782,0,,
848,100783,100783,0,,
848,100784,100784,0,,
848,100785,100785,0,,
848,100786,100786,0,,
848,101791,101791,0,,
849,99627,99627,1,,
849,99628,99628,1,,
849,99629,99629,1,,
849,99630,99630,1,,
849,99631,99631,1,,
849,99632,99632,1,,
849,99633,99633,1,,
849,101332,101332,0,,
849,101333,101333,0,,
849,101334,101334,0,,
849,101335,101335,0,,
849,101336,101336,0,,
849,101337,101337,0,,
849,101338,101338,0,,
850,100161,100161,1,,
850,100162,100162,1,,
850,100163,100163,1,,
850,100243,100243,1,,
850,100244,100244,1,,
850,100245,100245,1,,
850,100246,100246,1,,
850,100247,100247,1,,
850,100248,100248,1,,
850,100249,100249,1,,
850,100250,100250,1,,
850,100251,100251,1,,
850,100252,100252,1,,
850,100253,100253,1,,
850,100254,100254,1,,
850,100255,100255,1,,
850,100256,100256,1,,
850,100257,100257,1,,
850,100258,100258,1,,
850,100998,100998,0,,
850,100999,100999,0,,
850,101000,101000,0,,
850,101004,101004,0,,
850,101005,101005,0,,
850,101006,101006,0,,
850,101007,101007,0,,
850,101008,101008,0,,
850,101444,101444,0,,
850,101445,101445,0,,
850,101446,101446,0,,
850,101447,101447,0,,
850,101448,101448,0,,
850,101449,101449,0,,
850,101450,101450,0,,
850,101451,101451,0,,
850,101452,101452,0,,
850,101453,101453,0,,
850,101454,101454,0,,
850,101455,101455,0,,
850,101456,101456,0,,
852,99360,99360,1,,
852,99361,99361,1,,
852,99883,99883,1,,
852,101557,101557,0,,
852,101558,101558,0,,
853,101411,101411,0,,
853,101413,101413,0,,
853,103817,103817,0,,
853,103818,103818,0,,
853,103819,103819,1,,
853,103820,103820,1,,
