trip_id,stop_sequence,arrival_time,departure_time,stop_id
34236,19,11:32:48,11:32:58,36.0
33720,15,11:32:49,11:33:04,16.0
34351,9,11:32:56,11:33:21,8.0
33813,23,11:32:58,11:33:13,40.0
33986,17,11:33:01,11:33:26,8.0
33758,9,11:33:06,11:33:21,20.0
33868,10,11:33:07,11:33:22,16.0
34039,19,11:33:10,11:33:35,10.0
34340,19,11:33:13,11:33:28,20.0
33792,5,11:33:15,11:33:40,4.0
34074,3,11:33:16,11:33:26,40.0
33940,13,11:33:18,11:33:43,12.0
34118,5,11:33:19,11:33:44,6.0
33917,1,11:33:21,11:33:36,2.0
34145,7,11:33:28,11:33:38,36.0
34259,11,11:33:29,11:33:54,32.0
34281,23,11:33:31,11:33:51,24.0
34291,25,11:33:40,11:33:50,51.0
34203,15,11:33:50,11:34:15,13.0
34052,2,11:34:06,11:34:16,1.0
33891,22,11:34:14,11:34:29,3.0
34002,5,11:34:15,11:34:40,23.0
33720,16,11:34:19,11:34:34,17.0
33986,18,11:34:20,11:34:45,7.0
34093,14,11:34:20,11:34:45,11.0
34166,13,11:34:21,11:34:36,14.0
33767,16,11:34:24,11:34:39,33.0
34039,20,11:34:25,11:34:50,9.0
33834,21,11:34:26,11:34:51,5.0
34236,20,11:34:27,11:34:47,37.0
34351,10,11:34:29,11:34:54,9.0
33792,6,11:34:32,11:34:57,5.0
34224,10,11:34:34,11:34:59,11.0
34074,4,11:34:37,11:34:52,39.0
33813,24,11:34:40,11:34:50,41.0
34118,6,11:34:41,11:35:06,7.0
33758,10,11:34:41,11:35:06,19.0
33940,14,11:34:50,11:35:20,13.0
34340,20,11:34:55,11:35:10,21.0
34145,8,11:34:56,11:35:16,35.0
33917,2,11:34:59,11:35:14,3.0
33967,1,11:35:17,11:35:32,42.0
33868,11,11:35:21,11:35:41,15.0
34281,24,11:35:26,11:35:41,25.0
34203,16,11:35:35,11:36:00,12.0
33834,22,11:35:42,11:36:07,4.0
33891,23,11:35:42,11:35:57,2.0
33986,19,11:35:45,11:36:10,6.0
34351,11,11:35:48,11:36:13,10.0
33767,17,11:35:52,11:36:17,34.0
33720,17,11:35:54,11:36:09,18.0
34118,7,11:35:56,11:36:21,8.0
34039,21,11:36:01,11:36:26,8.0
34002,6,11:36:01,11:36:16,22.0
34074,5,11:36:04,11:36:19,38.0
34236,21,11:36:08,11:36:23,38.0
34145,9,11:36:09,11:36:34,34.0
34093,15,11:36:10,11:36:35,10.0
33917,3,11:36:15,11:36:40,4.0
34340,21,11:36:16,11:36:31,22.0
34224,11,11:36:18,11:36:43,12.0
33792,7,11:36:19,11:36:44,6.0
34052,3,11:36:21,11:36:36,2.0
33758,11,11:36:25,11:36:40,18.0
34166,14,11:36:34,11:36:54,15.0
33813,25,11:36:40,11:36:50,42.0
34259,12,11:36:50,11:37:15,13.0
33854,1,11:36:52,11:37:07,25.0
34281,25,11:36:58,11:37:13,26.0
34196,1,11:36:58,11:37:08,28.0
33767,18,11:37:09,11:37:29,35.0
33834,23,11:37:14,11:37:29,3.0
34039,22,11:37:20,11:37:45,7.0
34203,17,11:37:20,11:37:45,11.0
33720,18,11:37:20,11:37:45,19.0
34002,7,11:37:22,11:37:37,21.0
34093,16,11:37:25,11:37:50,9.0
33986,20,11:37:26,11:37:51,5.0
34118,8,11:37:29,11:37:54,9.0
33967,2,11:37:29,11:37:44,41.0
33917,4,11:37:32,11:37:57,5.0
34236,22,11:37:33,11:37:48,39.0
34351,12,11:37:34,11:37:59,11.0
34074,6,11:37:35,11:37:55,37.0
33792,8,11:37:41,11:38:06,7.0
33868,12,11:37:48,11:38:03,14.0
34224,12,11:37:50,11:38:20,13.0
34145,10,11:37:52,11:38:07,33.0
34340,22,11:37:53,11:38:18,23.0
33758,12,11:37:55,11:38:10,17.0
34052,4,11:37:59,11:38:14,3.0
33891,24,11:38:07,11:38:17,1.0
34292,1,11:38:17,11:38:32,51.0
33940,15,11:38:30,11:38:55,32.0
34259,13,11:38:35,11:39:00,12.0
33986,21,11:38:42,11:39:07,4.0
33834,24,11:38:42,11:38:57,2.0
33854,2,11:38:43,11:39:03,24.0
34039,23,11:38:45,11:39:10,6.0
34118,9,11:38:48,11:39:13,10.0
33767,19,11:38:48,11:38:58,36.0
34166,15,11:38:49,11:39:04,16.0
33792,9,11:38:56,11:39:21,8.0
34236,23,11:38:58,11:39:13,40.0
34196,2,11:38:58,11:39:13,27.0
34093,17,11:39:01,11:39:26,8.0
34002,8,11:39:06,11:39:21,20.0
33758,13,11:39:07,11:39:22,16.0
34203,18,11:39:10,11:39:35,10.0
33720,19,11:39:13,11:39:28,20.0
34281,26,11:39:14,11:39:29,27.0
34052,5,11:39:15,11:39:40,4.0
33967,3,11:39:16,11:39:26,40.0
34351,13,11:39:18,11:39:43,12.0
33917,5,11:39:19,11:39:44,6.0
34314,1,11:39:21,11:39:36,2.0
34074,7,11:39:28,11:39:38,36.0
34145,11,11:39:29,11:39:54,32.0
34340,23,11:39:31,11:39:51,24.0
33891,25,11:39:40,11:39:50,51.0
33868,13,11:39:50,11:40:15,13.0
34292,2,11:40:06,11:40:16,1.0
33986,22,11:40:14,11:40:29,3.0
33854,3,11:40:15,11:40:40,23.0
34166,16,11:40:19,11:40:34,17.0
34093,18,11:40:20,11:40:45,7.0
34259,14,11:40:20,11:40:45,11.0
34224,13,11:40:21,11:40:36,14.0
33940,16,11:40:24,11:40:39,33.0
34203,19,11:40:25,11:40:50,9.0
34039,24,11:40:26,11:40:51,5.0
33767,20,11:40:27,11:40:47,37.0
33792,10,11:40:29,11:40:54,9.0
34052,6,11:40:32,11:40:57,5.0
34118,10,11:40:34,11:40:59,11.0
33967,4,11:40:37,11:40:52,39.0
34236,24,11:40:40,11:40:50,41.0
34002,9,11:40:41,11:41:06,19.0
33917,6,11:40:41,11:41:06,7.0
34351,14,11:40:50,11:41:20,13.0
33720,20,11:40:55,11:41:10,21.0
34074,8,11:40:56,11:41:16,35.0
34314,2,11:40:59,11:41:14,3.0
34196,3,11:41:16,11:41:31,26.0
33814,1,11:41:17,11:41:32,42.0
33758,14,11:41:21,11:41:41,15.0
34340,24,11:41:26,11:41:41,25.0
33868,14,11:41:35,11:42:00,12.0
33986,23,11:41:42,11:41:57,2.0
34039,25,11:41:42,11:42:07,4.0
34093,19,11:41:45,11:42:10,6.0
33792,11,11:41:48,11:42:13,10.0
33940,17,11:41:52,11:42:17,34.0
34166,17,11:41:54,11:42:09,18.0
33917,7,11:41:56,11:42:21,8.0
34203,20,11:42:01,11:42:26,8.0
33854,4,11:42:01,11:42:16,22.0
33967,5,11:42:04,11:42:19,38.0
33767,21,11:42:08,11:42:23,38.0
34074,9,11:42:09,11:42:34,34.0
34259,15,11:42:10,11:42:35,10.0
34314,3,11:42:15,11:42:40,4.0
33720,21,11:42:16,11:42:31,22.0
34118,11,11:42:18,11:42:43,12.0
34052,7,11:42:19,11:42:44,6.0
34292,3,11:42:21,11:42:36,2.0
34002,10,11:42:25,11:42:40,18.0
34224,14,11:42:34,11:42:54,15.0
34236,25,11:42:40,11:42:50,42.0
34145,12,11:42:50,11:43:15,13.0
34196,4,11:42:52,11:43:07,25.0
34340,25,11:42:58,11:43:13,26.0
33940,18,11:43:09,11:43:29,35.0
34039,26,11:43:14,11:43:29,3.0
34203,21,11:43:20,11:43:45,7.0
34166,18,11:43:20,11:43:45,19.0
33868,15,11:43:20,11:43:45,11.0
33854,5,11:43:22,11:43:37,21.0
34259,16,11:43:25,11:43:50,9.0
34093,20,11:43:26,11:43:51,5.0
33917,8,11:43:29,11:43:54,9.0
33814,2,11:43:29,11:43:44,41.0
34314,4,11:43:32,11:43:57,5.0
33767,22,11:43:33,11:43:48,39.0
33792,12,11:43:34,11:43:59,11.0
33967,6,11:43:35,11:43:55,37.0
34052,8,11:43:41,11:44:06,7.0
33758,15,11:43:48,11:44:03,14.0
34118,12,11:43:50,11:44:20,13.0
34074,10,11:43:52,11:44:07,33.0
33720,22,11:43:53,11:44:18,23.0
34002,11,11:43:55,11:44:10,17.0
34292,4,11:43:59,11:44:14,3.0
33986,24,11:44:07,11:44:17,1.0
33892,1,11:44:17,11:44:32,51.0
34351,15,11:44:30,11:44:55,32.0
34145,13,11:44:35,11:45:00,12.0
34093,21,11:44:42,11:45:07,4.0
34039,27,11:44:42,11:44:57,2.0
34196,5,11:44:43,11:45:03,24.0
34203,22,11:44:45,11:45:10,6.0
33917,9,11:44:48,11:45:13,10.0
33940,19,11:44:48,11:44:58,36.0
34224,15,11:44:49,11:45:04,16.0
34052,9,11:44:56,11:45:21,8.0
34280,1,11:44:58,11:45:13,27.0
33767,23,11:44:58,11:45:13,40.0
34259,17,11:45:01,11:45:26,8.0
33854,6,11:45:06,11:45:21,20.0
34002,12,11:45:07,11:45:22,16.0
33868,16,11:45:10,11:45:35,10.0
34166,19,11:45:13,11:45:28,20.0
34340,26,11:45:14,11:45:29,27.0
34292,5,11:45:15,11:45:40,4.0
33814,3,11:45:16,11:45:26,40.0
33792,13,11:45:18,11:45:43,12.0
34314,5,11:45:19,11:45:44,6.0
33837,1,11:45:21,11:45:36,2.0
33967,7,11:45:28,11:45:38,36.0
34074,11,11:45:29,11:45:54,32.0
33720,23,11:45:31,11:45:51,24.0
33986,25,11:45:40,11:45:50,51.0
33758,16,11:45:50,11:46:15,13.0
33892,2,11:46:06,11:46:16,1.0
34093,22,11:46:14,11:46:29,3.0
34196,6,11:46:15,11:46:40,23.0
34224,16,11:46:19,11:46:34,17.0
34145,14,11:46:20,11:46:45,11.0
34259,18,11:46:20,11:46:45,7.0
34118,13,11:46:21,11:46:36,14.0
34351,16,11:46:24,11:46:39,33.0
33868,17,11:46:25,11:46:50,9.0
34203,23,11:46:26,11:46:51,5.0
33940,20,11:46:27,11:46:47,37.0
34052,10,11:46:29,11:46:54,9.0
34292,6,11:46:32,11:46:57,5.0
33917,10,11:46:34,11:46:59,11.0
33814,4,11:46:37,11:46:52,39.0
33767,24,11:46:40,11:46:50,41.0
34314,6,11:46:41,11:47:06,7.0
33854,7,11:46:41,11:47:06,19.0
33792,14,11:46:50,11:47:20,13.0
34166,20,11:46:55,11:47:10,21.0
33967,8,11:46:56,11:47:16,35.0
33837,2,11:46:59,11:47:14,3.0
34280,2,11:47:16,11:47:31,26.0
34237,1,11:47:17,11:47:32,42.0
34340,27,11:47:19,11:47:34,28.0
34002,13,11:47:21,11:47:41,15.0
33720,24,11:47:26,11:47:41,25.0
33758,17,11:47:35,11:48:00,12.0
34203,24,11:47:42,11:48:07,4.0
34093,23,11:47:42,11:47:57,2.0
34259,19,11:47:45,11:48:10,6.0
34052,11,11:47:48,11:48:13,10.0
34351,17,11:47:52,11:48:17,34.0
34224,17,11:47:54,11:48:09,18.0
34314,7,11:47:56,11:48:21,8.0
33868,18,11:48:01,11:48:26,8.0
34196,7,11:48:01,11:48:16,22.0
33814,5,11:48:04,11:48:19,38.0
33940,21,11:48:08,11:48:23,38.0
33967,9,11:48:09,11:48:34,34.0
34145,15,11:48:10,11:48:35,10.0
33837,3,11:48:15,11:48:40,4.0
34166,21,11:48:16,11:48:31,22.0
33917,11,11:48:18,11:48:43,12.0
34292,7,11:48:19,11:48:44,6.0
33892,3,11:48:21,11:48:36,2.0
33854,8,11:48:25,11:48:40,18.0
34118,14,11:48:34,11:48:54,15.0
33767,25,11:48:40,11:48:50,42.0
34074,12,11:48:50,11:49:15,13.0
34280,3,11:48:52,11:49:07,25.0
34351,18,11:49:09,11:49:29,35.0
34203,25,11:49:14,11:49:29,3.0
33758,18,11:49:20,11:49:45,11.0
34224,18,11:49:20,11:49:45,19.0
33868,19,11:49:20,11:49:45,7.0
34196,8,11:49:22,11:49:37,21.0
34145,16,11:49:25,11:49:50,9.0
34259,20,11:49:26,11:49:51,5.0
34314,8,11:49:29,11:49:54,9.0
34237,2,11:49:29,11:49:44,41.0
33837,4,11:49:32,11:49:57,5.0
33940,22,11:49:33,11:49:48,39.0
34052,12,11:49:34,11:49:59,11.0
33814,6,11:49:35,11:49:55,37.0
34292,8,11:49:41,11:50:06,7.0
34002,14,11:49:48,11:50:03,14.0
33917,12,11:49:50,11:50:20,13.0
33967,10,11:49:52,11:50:07,33.0
34166,22,11:49:53,11:50:18,23.0
33854,9,11:49:55,11:50:10,17.0
33892,4,11:49:59,11:50:14,3.0
34093,24,11:50:07,11:50:17,1.0
33987,1,11:50:17,11:50:32,51.0
33792,15,11:50:30,11:50:55,32.0
34074,13,11:50:35,11:51:00,12.0
34259,21,11:50:42,11:51:07,4.0
34203,26,11:50:42,11:50:57,2.0
34280,4,11:50:43,11:51:03,24.0
33868,20,11:50:45,11:51:10,6.0
34351,19,11:50:48,11:50:58,36.0
34314,9,11:50:48,11:51:13,10.0
34118,15,11:50:49,11:51:04,16.0
34292,9,11:50:56,11:51:21,8.0
33940,23,11:50:58,11:51:13,40.0
34145,17,11:51:01,11:51:26,8.0
34196,9,11:51:06,11:51:21,20.0
33854,10,11:51:07,11:51:22,16.0
33758,19,11:51:10,11:51:35,10.0
34224,19,11:51:13,11:51:28,20.0
33892,5,11:51:15,11:51:40,4.0
34237,3,11:51:16,11:51:26,40.0
34052,13,11:51:18,11:51:43,12.0
33837,5,11:51:19,11:51:44,6.0
34030,1,11:51:21,11:51:36,2.0
33814,7,11:51:28,11:51:38,36.0
33967,11,11:51:29,11:51:54,32.0
34166,23,11:51:31,11:51:51,24.0
34093,25,11:51:40,11:51:50,51.0
34002,15,11:51:50,11:52:15,13.0
33987,2,11:52:06,11:52:16,1.0
34259,22,11:52:14,11:52:29,3.0
34280,5,11:52:15,11:52:40,23.0
34118,16,11:52:19,11:52:34,17.0
34074,14,11:52:20,11:52:45,11.0
34145,18,11:52:20,11:52:45,7.0
33917,13,11:52:21,11:52:36,14.0
33792,16,11:52:24,11:52:39,33.0
33758,20,11:52:25,11:52:50,9.0
33868,21,11:52:26,11:52:51,5.0
34351,20,11:52:27,11:52:47,37.0
34292,10,11:52:29,11:52:54,9.0
33892,6,11:52:32,11:52:57,5.0
34314,10,11:52:34,11:52:59,11.0
34237,4,11:52:37,11:52:52,39.0
33940,24,11:52:40,11:52:50,41.0
33837,6,11:52:41,11:53:06,7.0
34196,10,11:52:41,11:53:06,19.0
34052,14,11:52:50,11:53:20,13.0
34224,20,11:52:55,11:53:10,21.0
33814,8,11:52:56,11:53:16,35.0
34030,2,11:52:59,11:53:14,3.0
33768,1,11:53:17,11:53:32,42.0
33854,11,11:53:21,11:53:41,15.0
34166,24,11:53:26,11:53:41,25.0
34002,16,11:53:35,11:54:00,12.0
33868,22,11:53:42,11:54:07,4.0
34259,23,11:53:42,11:53:57,2.0
34145,19,11:53:45,11:54:10,6.0
34292,11,11:53:48,11:54:13,10.0
33792,17,11:53:52,11:54:17,34.0
34118,17,11:53:54,11:54:09,18.0
33837,7,11:53:56,11:54:21,8.0
33758,21,11:54:01,11:54:26,8.0
34280,6,11:54:01,11:54:16,22.0
34237,5,11:54:04,11:54:19,38.0
34351,21,11:54:08,11:54:23,38.0
33814,9,11:54:09,11:54:34,34.0
34074,15,11:54:10,11:54:35,10.0
34030,3,11:54:15,11:54:40,4.0
34224,21,11:54:16,11:54:31,22.0
34314,11,11:54:18,11:54:43,12.0
33892,7,11:54:19,11:54:44,6.0
33987,3,11:54:21,11:54:36,2.0
34196,11,11:54:25,11:54:40,18.0
33917,14,11:54:34,11:54:54,15.0
33940,25,11:54:40,11:54:50,42.0
33967,12,11:54:50,11:55:15,13.0
33719,1,11:54:52,11:55:07,25.0
34341,1,11:54:58,11:55:08,28.0
34166,25,11:54:58,11:55:13,26.0
33792,18,11:55:09,11:55:29,35.0
33868,23,11:55:14,11:55:29,3.0
33758,22,11:55:20,11:55:45,7.0
34002,17,11:55:20,11:55:45,11.0
34118,18,11:55:20,11:55:45,19.0
34280,7,11:55:22,11:55:37,21.0
34074,16,11:55:25,11:55:50,9.0
34145,20,11:55:26,11:55:51,5.0
33837,8,11:55:29,11:55:54,9.0
33768,2,11:55:29,11:55:44,41.0
34030,4,11:55:32,11:55:57,5.0
34351,22,11:55:33,11:55:48,39.0
34292,12,11:55:34,11:55:59,11.0
34237,6,11:55:35,11:55:55,37.0
33892,8,11:55:41,11:56:06,7.0
33854,12,11:55:48,11:56:03,14.0
34314,12,11:55:50,11:56:20,13.0
33814,10,11:55:52,11:56:07,33.0
34224,22,11:55:53,11:56:18,23.0
34196,12,11:55:55,11:56:10,17.0
33987,4,11:55:59,11:56:14,3.0
34259,24,11:56:07,11:56:17,1.0
34094,1,11:56:17,11:56:32,51.0
34052,15,11:56:30,11:56:55,32.0
33967,13,11:56:35,11:57:00,12.0
33868,24,11:56:42,11:56:57,2.0
34145,21,11:56:42,11:57:07,4.0
33719,2,11:56:43,11:57:03,24.0
33758,23,11:56:45,11:57:10,6.0
33792,19,11:56:48,11:56:58,36.0
33837,9,11:56:48,11:57:13,10.0
33917,15,11:56:49,11:57:04,16.0
33892,9,11:56:56,11:57:21,8.0
34341,2,11:56:58,11:57:13,27.0
34351,23,11:56:58,11:57:13,40.0
34074,17,11:57:01,11:57:26,8.0
34280,8,11:57:06,11:57:21,20.0
34196,13,11:57:07,11:57:22,16.0
34002,18,11:57:10,11:57:35,10.0
34118,19,11:57:13,11:57:28,20.0
34166,26,11:57:14,11:57:29,27.0
33987,5,11:57:15,11:57:40,4.0
33768,3,11:57:16,11:57:26,40.0
34292,13,11:57:18,11:57:43,12.0
34030,5,11:57:19,11:57:44,6.0
34207,1,11:57:21,11:57:36,2.0
34237,7,11:57:28,11:57:38,36.0
33814,11,11:57:29,11:57:54,32.0
34224,23,11:57:31,11:57:51,24.0
34259,25,11:57:40,11:57:50,51.0
33854,13,11:57:50,11:58:15,13.0
34094,2,11:58:06,11:58:16,1.0
34145,22,11:58:14,11:58:29,3.0
33719,3,11:58:15,11:58:40,23.0
33917,16,11:58:19,11:58:34,17.0
34074,18,11:58:20,11:58:45,7.0
33967,14,11:58:20,11:58:45,11.0
34314,13,11:58:21,11:58:36,14.0
34052,16,11:58:24,11:58:39,33.0
34002,19,11:58:25,11:58:50,9.0
33758,24,11:58:26,11:58:51,5.0
33792,20,11:58:27,11:58:47,37.0
33892,10,11:58:29,11:58:54,9.0
33987,6,11:58:32,11:58:57,5.0
33837,10,11:58:34,11:58:59,11.0
33768,4,11:58:37,11:58:52,39.0
34351,24,11:58:40,11:58:50,41.0
34280,9,11:58:41,11:59:06,19.0
34030,6,11:58:41,11:59:06,7.0
34292,14,11:58:50,11:59:20,13.0
34118,20,11:58:55,11:59:10,21.0
34237,8,11:58:56,11:59:16,35.0
34207,2,11:58:59,11:59:14,3.0
34341,3,11:59:16,11:59:31,26.0
33941,1,11:59:17,11:59:32,42.0
34196,14,11:59:21,11:59:41,15.0
34224,24,11:59:26,11:59:41,25.0
33854,14,11:59:35,12:00:00,12.0
34145,23,11:59:42,11:59:57,2.0
33758,25,11:59:42,12:00:07,4.0
34074,19,11:59:45,12:00:10,6.0
33892,11,11:59:48,12:00:13,10.0
34052,17,11:59:52,12:00:17,34.0
33917,17,11:59:54,12:00:09,18.0
34030,7,11:59:56,12:00:21,8.0
33719,4,12:00:01,12:00:16,22.0
34002,20,12:00:01,12:00:26,8.0
33768,5,12:00:04,12:00:19,38.0
33792,21,12:00:08,12:00:23,38.0
34237,9,12:00:09,12:00:34,34.0
33967,15,12:00:10,12:00:35,10.0
34207,3,12:00:15,12:00:40,4.0
34118,21,12:00:16,12:00:31,22.0
33837,11,12:00:18,12:00:43,12.0
33987,7,12:00:19,12:00:44,6.0
34094,3,12:00:21,12:00:36,2.0
34280,10,12:00:25,12:00:40,18.0
34314,14,12:00:34,12:00:54,15.0
34351,25,12:00:40,12:00:50,42.0
33814,12,12:00:50,12:01:15,13.0
34341,4,12:00:52,12:01:07,25.0
34224,25,12:00:58,12:01:13,26.0
34052,18,12:01:09,12:01:29,35.0
33758,26,12:01:14,12:01:29,3.0
33917,18,12:01:20,12:01:45,19.0
34002,21,12:01:20,12:01:45,7.0
33854,15,12:01:20,12:01:45,11.0
33719,5,12:01:22,12:01:37,21.0
33967,16,12:01:25,12:01:50,9.0
34074,20,12:01:26,12:01:51,5.0
33941,2,12:01:29,12:01:44,41.0
34030,8,12:01:29,12:01:54,9.0
34207,4,12:01:32,12:01:57,5.0
33792,22,12:01:33,12:01:48,39.0
33892,12,12:01:34,12:01:59,11.0
33768,6,12:01:35,12:01:55,37.0
33987,8,12:01:41,12:02:06,7.0
34196,15,12:01:48,12:02:03,14.0
33837,12,12:01:50,12:02:20,13.0
34237,10,12:01:52,12:02:07,33.0
34118,22,12:01:53,12:02:18,23.0
34280,11,12:01:55,12:02:10,17.0
34094,4,12:01:59,12:02:14,3.0
34145,24,12:02:07,12:02:17,1.0
34260,1,12:02:17,12:02:32,51.0
34292,15,12:02:30,12:02:55,32.0
33814,13,12:02:35,12:03:00,12.0
33758,27,12:02:42,12:02:57,2.0
34074,21,12:02:42,12:03:07,4.0
34341,5,12:02:43,12:03:03,24.0
34002,22,12:02:45,12:03:10,6.0
34030,9,12:02:48,12:03:13,10.0
34052,19,12:02:48,12:02:58,36.0
34314,15,12:02:49,12:03:04,16.0
33987,9,12:02:56,12:03:21,8.0
34165,1,12:02:58,12:03:13,27.0
33792,23,12:02:58,12:03:13,40.0
33967,17,12:03:01,12:03:26,8.0
33719,6,12:03:06,12:03:21,20.0
34280,12,12:03:07,12:03:22,16.0
33854,16,12:03:10,12:03:35,10.0
33917,19,12:03:13,12:03:28,20.0
34224,26,12:03:14,12:03:29,27.0
34094,5,12:03:15,12:03:40,4.0
33941,3,12:03:16,12:03:26,40.0
33892,13,12:03:18,12:03:43,12.0
34207,5,12:03:19,12:03:44,6.0
33871,1,12:03:21,12:03:36,2.0
33768,7,12:03:28,12:03:38,36.0
34237,11,12:03:29,12:03:54,32.0
34118,23,12:03:31,12:03:51,24.0
34145,25,12:03:40,12:03:50,51.0
34196,16,12:03:50,12:04:15,13.0
34260,2,12:04:06,12:04:16,1.0
34074,22,12:04:14,12:04:29,3.0
34341,6,12:04:15,12:04:40,23.0
34314,16,12:04:19,12:04:34,17.0
33967,18,12:04:20,12:04:45,7.0
33814,14,12:04:20,12:04:45,11.0
33837,13,12:04:21,12:04:36,14.0
34292,16,12:04:24,12:04:39,33.0
33854,17,12:04:25,12:04:50,9.0
34002,23,12:04:26,12:04:51,5.0
34052,20,12:04:27,12:04:47,37.0
33987,10,12:04:29,12:04:54,9.0
34094,6,12:04:32,12:04:57,5.0
34030,10,12:04:34,12:04:59,11.0
33941,4,12:04:37,12:04:52,39.0
33792,24,12:04:40,12:04:50,41.0
33719,7,12:04:41,12:05:06,19.0
34207,6,12:04:41,12:05:06,7.0
33892,14,12:04:50,12:05:20,13.0
33917,20,12:04:55,12:05:10,21.0
33768,8,12:04:56,12:05:16,35.0
33871,2,12:04:59,12:05:14,3.0
34165,2,12:05:16,12:05:31,26.0
34352,1,12:05:17,12:05:32,42.0
34224,27,12:05:19,12:05:34,28.0
34280,13,12:05:21,12:05:41,15.0
34118,24,12:05:26,12:05:41,25.0
34196,17,12:05:35,12:06:00,12.0
34002,24,12:05:42,12:06:07,4.0
34074,23,12:05:42,12:05:57,2.0
33967,19,12:05:45,12:06:10,6.0
33987,11,12:05:48,12:06:13,10.0
34292,17,12:05:52,12:06:17,34.0
34314,17,12:05:54,12:06:09,18.0
34207,7,12:05:56,12:06:21,8.0
34341,7,12:06:01,12:06:16,22.0
33854,18,12:06:01,12:06:26,8.0
33941,5,12:06:04,12:06:19,38.0
34052,21,12:06:08,12:06:23,38.0
33768,9,12:06:09,12:06:34,34.0
33814,15,12:06:10,12:06:35,10.0
33871,3,12:06:15,12:06:40,4.0
33917,21,12:06:16,12:06:31,22.0
34030,11,12:06:18,12:06:43,12.0
34094,7,12:06:19,12:06:44,6.0
34260,3,12:06:21,12:06:36,2.0
33719,8,12:06:25,12:06:40,18.0
33837,14,12:06:34,12:06:54,15.0
33792,25,12:06:40,12:06:50,42.0
34237,12,12:06:50,12:07:15,13.0
34165,3,12:06:52,12:07:07,25.0
34292,18,12:07:09,12:07:29,35.0
34002,25,12:07:14,12:07:29,3.0
33854,19,12:07:20,12:07:45,7.0
34196,18,12:07:20,12:07:45,11.0
34314,18,12:07:20,12:07:45,19.0
34341,8,12:07:22,12:07:37,21.0
33814,16,12:07:25,12:07:50,9.0
33967,20,12:07:26,12:07:51,5.0
34207,8,12:07:29,12:07:54,9.0
34352,2,12:07:29,12:07:44,41.0
33871,4,12:07:32,12:07:57,5.0
34052,22,12:07:33,12:07:48,39.0
33987,12,12:07:34,12:07:59,11.0
33941,6,12:07:35,12:07:55,37.0
34094,8,12:07:41,12:08:06,7.0
34280,14,12:07:48,12:08:03,14.0
34030,12,12:07:50,12:08:20,13.0
33768,10,12:07:52,12:08:07,33.0
33917,22,12:07:53,12:08:18,23.0
33719,9,12:07:55,12:08:10,17.0
34260,4,12:07:59,12:08:14,3.0
34074,24,12:08:07,12:08:17,1.0
34146,1,12:08:17,12:08:32,51.0
33892,15,12:08:30,12:08:55,32.0
34237,13,12:08:35,12:09:00,12.0
33967,21,12:08:42,12:09:07,4.0
34002,26,12:08:42,12:08:57,2.0
34165,4,12:08:43,12:09:03,24.0
33854,20,12:08:45,12:09:10,6.0
34207,9,12:08:48,12:09:13,10.0
34292,19,12:08:48,12:08:58,36.0
33837,15,12:08:49,12:09:04,16.0
34094,9,12:08:56,12:09:21,8.0
34052,23,12:08:58,12:09:13,40.0
33814,17,12:09:01,12:09:26,8.0
34341,9,12:09:06,12:09:21,20.0
33719,10,12:09:07,12:09:22,16.0
34196,19,12:09:10,12:09:35,10.0
34314,19,12:09:13,12:09:28,20.0
34260,5,12:09:15,12:09:40,4.0
34352,3,12:09:16,12:09:26,40.0
33987,13,12:09:18,12:09:43,12.0
33871,5,12:09:19,12:09:44,6.0
33751,1,12:09:21,12:09:36,2.0
33941,7,12:09:28,12:09:38,36.0
33768,11,12:09:29,12:09:54,32.0
33917,23,12:09:31,12:09:51,24.0
34074,25,12:09:40,12:09:50,51.0
34280,15,12:09:50,12:10:15,13.0
34146,2,12:10:06,12:10:16,1.0
33967,22,12:10:14,12:10:29,3.0
34165,5,12:10:15,12:10:40,23.0
33837,16,12:10:19,12:10:34,17.0
34237,14,12:10:20,12:10:45,11.0
33814,18,12:10:20,12:10:45,7.0
34030,13,12:10:21,12:10:36,14.0
33892,16,12:10:24,12:10:39,33.0
34196,20,12:10:25,12:10:50,9.0
33854,21,12:10:26,12:10:51,5.0
34292,20,12:10:27,12:10:47,37.0
34094,10,12:10:29,12:10:54,9.0
34260,6,12:10:32,12:10:57,5.0
34207,10,12:10:34,12:10:59,11.0
34352,4,12:10:37,12:10:52,39.0
34052,24,12:10:40,12:10:50,41.0
33871,6,12:10:41,12:11:06,7.0
34341,10,12:10:41,12:11:06,19.0
33987,14,12:10:50,12:11:20,13.0
34314,20,12:10:55,12:11:10,21.0
33941,8,12:10:56,12:11:16,35.0
33751,2,12:10:59,12:11:14,3.0
33793,1,12:11:17,12:11:32,42.0
33719,11,12:11:21,12:11:41,15.0
33917,24,12:11:26,12:11:41,25.0
34280,16,12:11:35,12:12:00,12.0
33967,23,12:11:42,12:11:57,2.0
33854,22,12:11:42,12:12:07,4.0
33814,19,12:11:45,12:12:10,6.0
34094,11,12:11:48,12:12:13,10.0
33892,17,12:11:52,12:12:17,34.0
33837,17,12:11:54,12:12:09,18.0
33871,7,12:11:56,12:12:21,8.0
34196,21,12:12:01,12:12:26,8.0
34165,6,12:12:01,12:12:16,22.0
34352,5,12:12:04,12:12:19,38.0
34292,21,12:12:08,12:12:23,38.0
33941,9,12:12:09,12:12:34,34.0
